scan_time,symbol,sector,current_price,day_change_pct,52w_low,52w_high,distance_pct,distance_from_high_pct,rsi,sma50,sma200,avg_volume_20,latest_volume,volume_ratio,trend,score,reasons
16.05.2026 at 07:45 AM IST,AHLADA,Unknown,42.7,-2.31,31.22,78.88,36.77,45.87,43.44,42.53,51.97,8643.85,9113.0,1.05,Bullish,40,"RSI weak/oversold, Above 50 DMA"
16.05.2026 at 07:45 AM IST,AHLEAST,Unknown,161.3,0.59,127.25,175.3,26.76,7.99,51.08,158.25,149.39,6754.2,225.0,0.03,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,AHLUCONT,Unknown,794.3,-1.29,645.15,1124.32,23.12,29.35,38.67,788.37,899.81,51822.25,15622.0,0.3,Bullish,40,"RSI weak/oversold, Above 50 DMA"
16.05.2026 at 07:45 AM IST,AIAENG,Capital Goods,3856.3,0.04,2985.49,4206.1,29.17,8.32,48.84,3775.88,3584.67,27379.9,10991.0,0.4,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,ADFFOODS,Unknown,268.3,-0.74,153.1,301.65,75.24,11.06,66.55,213.38,214.87,563387.7,258302.0,0.46,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,KOTYARK,Unknown,447.25,3.21,191.2,458.09,133.92,2.37,70.61,371.36,289.68,80447.55,102319.0,1.27,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,KPIGREEN,Unknown,420.6,-1.53,335.65,561.97,25.31,25.16,42.95,411.33,448.03,1734219.15,952616.0,0.55,Bullish,40,"RSI weak/oversold, Above 50 DMA"
16.05.2026 at 07:45 AM IST,KRISHANA,Unknown,669.65,-2.82,345.36,712.5,93.9,6.01,58.72,570.96,535.94,372682.75,283490.0,0.76,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,KRISHNADEF,Unknown,1080.8,-3.74,665.0,1313.0,62.53,17.68,50.46,1021.22,882.33,125198.7,86696.0,0.69,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,SANSERA,Unknown,2385.0,-0.57,1190.37,2672.5,100.36,10.76,47.3,2300.76,1783.78,201817.95,85864.0,0.43,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,DIVGIITTS,Unknown,664.0,-1.37,513.11,807.4,29.41,17.76,37.65,703.8,653.33,20883.65,8988.0,0.43,Bearish,40,"RSI weak/oversold, Above 200 DMA"
16.05.2026 at 07:45 AM IST,DIVISLAB,Healthcare,6760.5,-2.33,5636.5,7039.45,19.94,3.96,64.06,6290.23,6298.51,290700.45,321270.0,1.11,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,DLINKINDIA,Unknown,483.1,-1.66,367.65,566.62,31.4,14.74,64.25,426.08,441.74,177556.2,201254.0,1.13,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,DMART,Consumer Services,4358.7,0.4,3600.0,4949.5,21.08,11.94,48.8,4224.44,4152.6,361756.5,145953.0,0.4,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,DEEPAKNTR,Chemicals,1826.4,-0.75,1280.0,2165.04,42.69,15.64,68.83,1560.9,1673.65,274297.25,119062.0,0.43,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,SAHYADRI,Unknown,313.9,-2.27,200.1,338.4,56.87,7.24,67.94,249.98,259.77,18164.9,6231.0,0.34,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,SAIL,Metals & Mining,192.4,-3.36,116.64,209.7,64.95,8.25,61.38,167.58,144.9,30129096.15,24155534.0,0.8,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,SAKSOFT,Unknown,135.26,-0.84,107.59,252.94,25.72,46.53,44.06,134.07,179.25,272172.25,184781.0,0.68,Bullish,40,"RSI weak/oversold, Above 50 DMA"
16.05.2026 at 07:45 AM IST,DREDGECORP,Unknown,868.85,-2.15,538.0,1245.0,61.5,30.21,37.51,915.37,841.18,210453.4,51700.0,0.25,Bearish,40,"RSI weak/oversold, Above 200 DMA"
16.05.2026 at 07:45 AM IST,DRREDDY,Healthcare,1336.7,2.54,1148.4,1375.9,16.4,2.85,59.87,1276.34,1259.5,3284356.6,3982549.0,1.21,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,DSSL,Unknown,1362.9,-0.35,781.0,1445.0,74.51,5.68,69.33,1029.26,975.14,196314.9,121714.0,0.62,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,DHUNINV,Unknown,859.7,-1.83,667.1,1721.38,28.87,50.06,42.45,857.73,1180.52,1329.3,1670.0,1.26,Bullish,40,"RSI weak/oversold, Above 50 DMA"
16.05.2026 at 07:45 AM IST,ZYDUSWELL,Fast Moving Consumer Goods,502.15,-1.07,357.47,552.4,40.47,9.1,53.71,464.23,445.98,656035.9,297132.0,0.45,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,AARTIIND,Chemicals,466.25,-0.37,338.05,523.1,37.92,10.87,48.66,445.75,403.08,1468566.6,313785.0,0.21,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,360ONE,Financial Services,1093.8,-0.75,900.82,1260.04,21.42,13.19,57.16,1037.45,1084.65,1219901.4,684883.0,0.56,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,EMCURE,Healthcare,1704.9,1.74,1037.85,1830.0,64.27,6.84,57.28,1585.61,1456.02,375052.8,212917.0,0.57,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,DWARKESH,Unknown,42.27,-3.93,32.13,53.09,31.56,20.38,41.07,43.32,40.75,5575882.8,1886692.0,0.34,Bearish,40,"RSI weak/oversold, Above 200 DMA"
16.05.2026 at 07:45 AM IST,DYNAMATECH,Unknown,10736.0,-1.25,6316.74,12875.0,69.96,16.61,45.61,10496.89,8740.74,40059.8,13914.0,0.35,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,RPSGVENT,Unknown,935.5,-2.65,551.9,1179.0,69.51,20.65,52.52,829.86,813.46,165344.35,48241.0,0.29,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,RRKABEL,Capital Goods,1953.8,-4.1,1161.67,2049.0,68.19,4.65,71.77,1523.62,1395.71,987704.7,511797.0,0.52,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,RSWM,Unknown,155.9,-1.73,120.0,191.49,29.92,18.59,47.01,148.59,150.85,74110.35,55528.0,0.75,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,RTNPOWER,Unknown,9.28,-0.43,7.52,16.92,23.4,45.15,44.42,8.96,10.14,24870990.25,13109147.0,0.53,Bullish,40,"RSI weak/oversold, Above 50 DMA"
16.05.2026 at 07:45 AM IST,RUBYMILLS,Unknown,227.84,-1.15,169.02,266.9,34.8,14.63,48.62,218.14,220.18,14280.85,5271.0,0.37,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,EASEMYTRIP,Unknown,7.91,-4.35,5.77,12.49,37.09,36.67,53.14,7.43,7.88,14234129.75,11165755.0,0.78,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,EICHERMOT,Automobile and Auto Components,7014.5,-0.28,5152.69,8230.0,36.13,14.77,44.35,7107.55,6959.39,447502.1,313548.0,0.7,Bearish,40,"RSI weak/oversold, Above 200 DMA"
16.05.2026 at 07:45 AM IST,EIEL,Unknown,193.3,-2.68,134.71,306.4,43.49,36.91,44.3,180.11,210.89,1952112.9,918398.0,0.47,Bullish,40,"RSI weak/oversold, Above 50 DMA"
16.05.2026 at 07:45 AM IST,SALONA,Unknown,279.1,0.27,221.0,318.8,26.29,12.45,50.66,274.42,260.56,1488.35,822.0,0.55,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,SANDHAR,Unknown,508.45,0.36,402.14,601.0,26.44,15.4,52.36,490.89,503.52,123036.6,39544.0,0.32,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,SANDUMA,Unknown,224.24,-4.24,140.98,273.0,59.05,17.86,55.74,202.65,198.18,3052382.9,2338378.0,0.77,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,SANGAMIND,Unknown,496.3,-1.83,339.85,576.95,46.04,13.98,49.69,467.01,440.49,111167.25,18788.0,0.17,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,SANOFICONR,Unknown,4868.4,-3.15,3975.0,5894.5,22.48,17.41,58.69,4516.89,4654.97,10422.75,4115.0,0.39,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,DEVIT,Unknown,28.75,0.59,22.25,50.77,29.21,43.37,43.58,28.68,36.05,121272.25,19469.0,0.16,Bullish,40,"RSI weak/oversold, Above 50 DMA"
16.05.2026 at 07:45 AM IST,DGCONTENT,Unknown,28.08,0.0,21.61,59.28,29.94,52.63,43.37,27.36,32.34,8573.7,6791.0,0.79,Bullish,40,"RSI weak/oversold, Above 50 DMA"
16.05.2026 at 07:45 AM IST,DHAMPURSUG,Unknown,141.64,-1.21,110.0,167.25,28.76,15.31,45.59,138.08,131.24,1114574.25,306728.0,0.28,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,DHANBANK,Unknown,31.2,-2.71,19.45,33.99,60.41,8.21,59.59,26.2,25.8,3459488.4,820169.0,0.24,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,DBSTOCKBRO,Unknown,27.3,-1.02,23.15,36.33,17.93,24.86,52.34,26.36,25.75,7801.75,3128.0,0.4,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,DCBBANK,Unknown,183.55,1.34,119.51,205.9,53.59,10.85,50.19,179.44,164.06,1857363.05,1007589.0,0.54,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,DOLPHIN,Unknown,412.9,-1.35,322.0,501.95,28.23,17.74,49.28,408.4,408.0,46783.0,42316.0,0.9,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,RKFORGE,Automobile and Auto Components,573.95,-1.25,459.41,690.39,24.93,16.87,49.31,550.24,546.59,1157637.1,263545.0,0.23,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,RML,Unknown,895.3,0.77,608.5,1038.95,47.13,13.83,63.1,779.12,803.53,71271.35,40241.0,0.56,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,ROLEXRINGS,Unknown,148.28,-0.8,99.79,176.0,48.59,15.75,57.08,133.04,129.86,12866187.5,686631.0,0.05,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,ROSSELLIND,Unknown,56.3,0.84,40.0,77.04,40.75,26.92,58.44,50.05,55.66,46821.3,30167.0,0.64,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,ROSSTECH,Unknown,887.15,-4.89,338.01,1061.9,162.46,16.46,48.85,824.27,709.22,144818.1,171682.0,1.19,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,RPEL,Unknown,825.5,0.48,561.3,1065.5,47.07,22.52,68.9,687.78,756.91,257041.6,291484.0,1.13,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,RPGLIFE,Unknown,2292.5,-2.38,1733.0,2725.0,32.29,15.87,56.98,2017.68,2205.15,108729.75,6196.0,0.06,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,ELECTHERM,Unknown,713.55,-2.51,551.0,1280.4,29.5,44.27,44.81,691.65,846.93,35870.4,7349.0,0.2,Bullish,40,"RSI weak/oversold, Above 50 DMA"
16.05.2026 at 07:45 AM IST,ELGIEQUIP,Capital Goods,523.25,-0.22,408.25,608.4,28.17,14.0,45.21,515.84,496.43,319112.85,135048.0,0.42,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,REMSONSIND,Unknown,102.57,-3.29,77.15,156.62,32.95,34.51,44.9,100.52,117.2,146950.2,71045.0,0.48,Bullish,40,"RSI weak/oversold, Above 50 DMA"
16.05.2026 at 07:45 AM IST,RHIM,Capital Goods,388.3,-1.58,323.05,534.89,20.2,27.41,43.91,387.78,444.5,108671.7,98462.0,0.91,Bullish,40,"RSI weak/oversold, Above 50 DMA"
16.05.2026 at 07:45 AM IST,RICOAUTO,Unknown,113.84,-1.06,65.41,142.4,74.05,20.06,46.63,113.48,107.19,1263802.6,655367.0,0.52,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,RISHABH,Unknown,478.9,-1.92,270.2,548.8,77.24,12.74,51.77,437.11,402.92,170229.4,66012.0,0.39,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,RITES,Services,211.21,-1.05,175.0,306.23,20.69,31.03,44.75,206.61,231.13,556197.05,272286.0,0.49,Bullish,40,"RSI weak/oversold, Above 50 DMA"
16.05.2026 at 07:45 AM IST,ENGINERSIN,Construction,246.75,-2.87,162.35,267.0,51.98,7.58,54.16,220.94,202.65,5094839.05,3447733.0,0.68,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,ENTERO,Unknown,1192.3,2.26,944.0,1510.8,26.3,21.08,47.42,1169.54,1138.02,72697.55,61011.0,0.84,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,VOLTAMP,Unknown,9501.0,1.79,6666.0,12863.0,42.53,26.14,43.82,9519.22,8210.58,129092.2,55967.0,0.43,Bearish,40,"RSI weak/oversold, Above 200 DMA"
16.05.2026 at 07:45 AM IST,VSSL,Unknown,280.3,-0.05,206.4,324.0,35.8,13.49,59.68,251.34,267.26,316446.05,63026.0,0.2,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,VSTIND,Unknown,260.2,0.56,200.0,308.99,30.1,15.79,60.82,236.61,251.43,400949.05,385436.0,0.96,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,SARDAEN,Metals & Mining,544.7,-3.39,419.7,639.75,29.78,14.86,39.24,555.08,534.13,533207.75,470378.0,0.88,Bearish,40,"RSI weak/oversold, Above 200 DMA"
16.05.2026 at 07:45 AM IST,SARLAPOLY,Unknown,95.89,-0.98,68.4,127.5,40.19,24.79,61.16,85.53,91.41,273755.9,147708.0,0.54,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,SASKEN,Unknown,1709.6,-1.59,991.0,1959.0,72.51,12.73,72.52,1259.12,1343.85,467331.8,117422.0,0.25,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,SATIN,Unknown,223.39,-0.63,133.01,245.54,67.95,9.02,81.98,166.52,152.71,2216599.9,588437.0,0.27,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,SBC,Unknown,33.52,0.18,13.43,35.1,149.59,4.5,52.2,32.56,26.74,11111492.75,10054893.0,0.9,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,SBCL,Unknown,601.25,-0.49,368.6,655.4,63.12,8.26,58.69,494.69,483.85,788908.85,155454.0,0.2,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,DEEDEV,Unknown,501.4,0.6,183.0,511.0,173.99,1.88,78.88,358.84,273.65,715858.85,253493.0,0.35,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,DEEPAKFERT,Chemicals,1318.5,1.47,866.4,1765.95,52.18,25.34,62.57,1103.69,1278.6,380090.3,355973.0,0.94,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,CUBEXTUB,Unknown,101.88,-4.94,73.1,143.69,39.37,29.1,55.14,93.22,95.83,213602.25,227415.0,1.06,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,CUMMINSIND,Capital Goods,5392.0,0.47,2836.33,5470.5,90.11,1.43,62.73,4947.5,4344.68,442394.0,436432.0,0.99,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,CUPID,Unknown,120.36,-2.21,17.32,133.92,594.92,10.13,57.33,99.16,70.56,17652576.45,11157881.0,0.63,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,CYIENTDLM,Capital Goods,416.25,0.74,265.2,505.5,56.96,17.66,66.25,340.26,401.25,606171.55,227646.0,0.38,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,SANSTAR,Unknown,100.57,0.92,74.3,107.29,35.36,6.26,78.34,86.3,89.94,255060.4,280404.0,1.1,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,VTL,Textiles,606.95,0.16,379.29,647.0,60.02,6.19,57.73,564.19,468.85,854628.6,340313.0,0.4,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,WAAREERTL,Unknown,942.4,-2.17,779.5,1358.0,20.9,30.6,42.06,926.06,1005.4,1345442.85,270073.0,0.2,Bullish,40,"RSI weak/oversold, Above 50 DMA"
16.05.2026 at 07:45 AM IST,WABAG,Unknown,1386.1,-0.34,1033.0,1675.69,34.18,17.28,45.01,1339.82,1369.85,333035.9,233219.0,0.7,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,RAYMONDREL,Unknown,551.85,-2.14,349.0,1050.0,58.12,47.44,59.94,444.95,532.87,2531526.9,328895.0,0.13,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,RBLBANK,Financial Services,338.1,0.27,203.16,349.9,66.42,3.37,57.35,314.88,299.8,6611824.5,3913506.0,0.59,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,REDTAPE,Unknown,129.36,-3.01,107.53,163.5,20.3,20.88,53.72,121.68,128.1,384357.85,263140.0,0.68,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,RELIABLE,Unknown,131.32,0.02,64.98,175.0,102.1,24.96,52.97,124.63,131.21,47435.6,55617.0,1.17,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,ESSENTIA,Unknown,1.7,0.0,1.01,2.56,68.32,33.59,68.94,1.35,1.61,4030539.6,3230085.0,0.8,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,EMIL,Unknown,119.89,-0.03,84.9,168.5,41.21,28.85,60.44,103.38,117.74,2439857.6,479446.0,0.2,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,SEAMECLTD,Unknown,1517.8,2.01,752.55,1647.9,101.69,7.89,51.46,1458.25,1104.31,40275.7,39727.0,0.99,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,SENCO,Unknown,334.7,-0.25,276.0,403.94,21.27,17.14,53.25,313.7,329.32,1281579.8,996037.0,0.78,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,DALMIASUG,Unknown,342.1,-0.96,257.6,451.67,32.8,24.26,37.26,353.87,332.37,330338.15,235663.0,0.71,Bearish,40,"RSI weak/oversold, Above 200 DMA"
16.05.2026 at 07:45 AM IST,DANGEE,Unknown,3.27,-0.91,2.54,6.34,28.74,48.42,44.26,3.22,3.75,382118.7,96776.0,0.25,Bullish,40,"RSI weak/oversold, Above 50 DMA"
16.05.2026 at 07:45 AM IST,EMSLIMITED,Unknown,324.65,-1.9,256.05,681.1,26.79,52.33,42.51,317.33,434.31,815690.25,148326.0,0.18,Bullish,40,"RSI weak/oversold, Above 50 DMA"
16.05.2026 at 07:45 AM IST,RAMRAT,Unknown,420.4,-0.77,268.0,474.15,56.87,11.34,57.3,362.52,331.8,282092.95,126519.0,0.45,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,RATEGAIN,Unknown,625.35,-2.79,417.6,741.6,49.75,15.68,58.56,545.87,597.84,356238.5,74642.0,0.21,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,RATNAMANI,Unknown,2693.4,-6.76,1936.5,3345.0,39.09,19.48,52.8,2464.59,2380.72,76154.4,65604.0,0.86,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,RATNAVEER,Unknown,177.44,-1.68,130.5,193.39,35.97,8.25,60.37,151.92,151.25,3050612.55,963885.0,0.32,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,FABTECH,Unknown,153.22,-2.38,132.7,262.8,15.46,41.7,43.46,152.41,,660105.85,181690.0,0.28,Bullish,40,"RSI weak/oversold, Above 50 DMA"
16.05.2026 at 07:45 AM IST,FACT,Chemicals,882.7,0.35,652.1,1111.56,35.36,20.59,51.65,836.74,876.28,261124.7,230208.0,0.88,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,FCL,Unknown,25.44,-2.08,19.1,35.79,33.19,28.92,56.07,23.02,24.04,7088717.05,4610369.0,0.65,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,CPEDU,Unknown,186.07,-2.13,141.0,335.81,31.96,44.59,43.9,184.41,,4219.05,3384.0,0.8,Bullish,40,"RSI weak/oversold, Above 50 DMA"
16.05.2026 at 07:45 AM IST,CRAFTSMAN,Automobile and Auto Components,8462.5,-1.22,5095.71,9738.0,66.07,13.1,63.09,7495.12,7163.02,262668.2,70403.0,0.27,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,CREDITACC,Financial Services,1315.2,-0.87,1083.9,1568.0,21.34,16.12,48.41,1251.94,1308.23,1048895.45,237006.0,0.23,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,DCMNVL,Unknown,154.04,-2.98,95.6,203.8,61.13,24.42,61.03,126.09,142.88,18785.3,8141.0,0.43,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,FEDFINA,Unknown,151.58,-0.97,87.23,178.48,73.77,15.07,56.05,139.45,143.3,1415821.6,510465.0,0.36,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,FIEMIND,Unknown,2168.2,0.39,1556.42,2555.3,39.31,15.15,46.62,2137.33,2141.7,46925.8,49160.0,1.05,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,FINCABLES,Capital Goods,1050.9,-2.18,700.8,1172.8,49.96,10.39,59.1,930.09,830.39,648992.6,249176.0,0.38,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,EQUITASBNK,Unknown,67.96,-0.53,50.0,74.6,35.92,8.9,53.87,62.09,61.04,5157065.9,2425300.0,0.47,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,ESABINDIA,Unknown,6587.5,-1.1,4666.91,7319.5,41.15,10.0,59.88,5765.78,5481.62,12567.05,1573.0,0.13,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,ESAFSFB,Unknown,29.21,-2.8,19.78,36.2,47.67,19.31,62.46,24.91,27.42,1198980.85,787209.0,0.66,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,FLAIR,Unknown,334.0,2.33,243.84,355.31,36.97,6.0,59.67,313.33,311.7,95519.6,115555.0,1.21,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,FLUOROCHEM,Chemicals,3713.5,0.6,2916.6,4046.8,27.32,8.24,63.86,3362.64,3478.22,132470.85,35906.0,0.27,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,FMGOETZE,Unknown,436.15,-0.4,340.2,622.0,28.2,29.88,44.46,423.42,475.6,51376.95,34326.0,0.67,Bullish,40,"RSI weak/oversold, Above 50 DMA"
16.05.2026 at 07:45 AM IST,FORTIS,Healthcare,963.65,-0.72,666.41,1104.3,44.6,12.74,62.07,885.48,921.33,1396963.9,736724.0,0.53,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,CUB,Financial Services,250.65,1.56,185.3,324.1,35.26,22.66,42.84,255.1,249.99,3705863.35,1507884.0,0.41,Bearish,40,"RSI weak/oversold, Above 200 DMA"
16.05.2026 at 07:45 AM IST,COLPAL,Fast Moving Consumer Goods,2160.0,0.62,1782.0,2688.8,21.21,19.67,58.37,2038.69,2155.37,375423.6,287530.0,0.77,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,COMSYN,Unknown,153.04,-0.03,101.14,199.9,51.32,23.44,43.02,154.01,151.26,37177.5,19382.0,0.52,Bearish,40,"RSI weak/oversold, Above 200 DMA"
16.05.2026 at 07:45 AM IST,CONCOR,Services,518.8,-0.79,421.45,641.23,23.1,19.09,57.13,483.49,513.33,1189761.25,498510.0,0.42,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,SCI,Services,331.4,1.38,162.79,368.75,103.57,10.13,65.7,269.9,235.68,14003839.35,12401424.0,0.89,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,SCILAL,Unknown,47.86,-1.5,34.3,59.72,39.53,19.86,54.03,44.03,47.33,2057203.15,632795.0,0.31,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,SGIL,Unknown,561.9,-1.0,420.0,632.14,33.79,11.11,57.98,519.62,530.4,12117.65,3717.0,0.31,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,SHAHALLOYS,Unknown,67.5,-1.9,53.1,83.85,27.12,19.5,47.31,64.84,66.88,9787.9,2983.0,0.3,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,SHAILY,Unknown,2768.3,-0.9,1534.61,2836.9,80.39,2.42,74.85,2220.04,2209.71,538145.2,245571.0,0.46,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,CROWN,Unknown,127.81,-3.36,100.62,221.8,27.02,42.38,44.62,125.97,138.94,33674.0,19345.0,0.57,Bullish,40,"RSI weak/oversold, Above 50 DMA"
16.05.2026 at 07:45 AM IST,RADAAN,Unknown,3.09,-1.59,2.35,5.37,31.49,42.46,44.78,3.07,3.34,25370.45,20297.0,0.8,Bullish,40,"RSI weak/oversold, Above 50 DMA"
