range_scan_time,symbol,range_status,range_score,range_low,range_high,absolute_range_low,absolute_range_high,range_width_pct,absolute_range_width_pct,current_position_pct,upside_to_range_high_pct,downside_to_range_low_pct,inside_range_pct,lower_touch_days,upper_touch_days,range_stability_score,range_width_score,range_position_score,range_bounce_score,range_quality_risk_score,range_rsi,range_volume_ratio,range_breakdown_buffer_pct,range_breakout_buffer_pct,is_range_breakdown,is_range_breakout,range_reasons
26.05.2026 at 04:05 PM IST,BEML,Profit Booking Zone,63.06,1519.19,1852.49,1355.0,2037.1,21.94,50.34,97.66,0.42,17.65,80.0,15,37,87.5,100.0,5,100,32.89,45.25,0.67,21.43,-0.42,False,False,80.0% closes stayed inside robust range | Range width is 21.9% | Current position is 97.7% inside range | Upside to range high is 0.4% | Downside to range low is 17.6% | Stock is near upper band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,ARIES,Neutral Range,66.59,314.52,375.05,285.35,405.45,19.24,42.09,66.95,5.63,11.41,80.0,32,23,87.5,100.0,20,90,41.44,36.2,1.17,12.88,-5.33,False,False,80.0% closes stayed inside robust range | Range width is 19.2% | Current position is 67.0% inside range | Upside to range high is 5.6% | Downside to range low is 11.4% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,VSTTILLERS,Accumulation Zone,81.22,4901.25,6038.05,4315.5,6374.0,23.19,47.7,0.0,26.36,-2.57,80.0,21,24,87.5,80.0,100,75,47.28,30.35,0.76,-2.5,-20.86,False,False,80.0% closes stayed inside robust range | Range width is 23.2% | Current position is 0.0% inside range | Upside to range high is 26.4% | Downside to range low is -2.6% | Stock is near lower band
26.05.2026 at 04:05 PM IST,NIITMTS,Wide / Volatile Range,50.0,272.62,410.68,207.55,443.9,50.64,113.88,0.0,89.82,-26.01,80.0,15,27,87.5,20.0,100,30,60.12,9.71,0.86,-20.64,-47.32,False,False,80.0% closes stayed inside robust range | Range width is 50.6% | Current position is 0.0% inside range | Upside to range high is 89.8% | Downside to range low is -26.0% | Stock is near lower band
26.05.2026 at 04:05 PM IST,MSTCLTD,Lower Range Watch,78.66,412.12,491.9,362.15,541.2,19.36,49.44,30.06,12.79,5.5,80.0,24,28,87.5,100.0,65,100,36.91,44.26,0.94,5.82,-11.34,False,False,80.0% closes stayed inside robust range | Range width is 19.4% | Current position is 30.1% inside range | Upside to range high is 12.8% | Downside to range low is 5.5% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,BAYERCROP,Lower Range Watch,77.88,4365.53,4792.08,4273.0,5063.0,9.77,18.49,31.71,6.47,3.01,80.0,50,37,87.5,100.0,65,93,38.71,38.57,2.14,3.1,-6.08,False,False,80.0% closes stayed inside robust range | Range width is 9.8% | Current position is 31.7% inside range | Upside to range high is 6.5% | Downside to range low is 3.0% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,MUFTI,Neutral Range,48.26,75.92,98.94,63.06,110.0,30.33,74.44,64.85,8.91,16.44,80.0,28,32,87.5,50.0,20,63,12.9,64.37,1.53,19.67,-8.18,False,False,80.0% closes stayed inside robust range | Range width is 30.3% | Current position is 64.8% inside range | Upside to range high is 8.9% | Downside to range low is 16.4%
26.05.2026 at 04:05 PM IST,KRYSTAL,Neutral Range,66.04,518.09,621.65,500.0,683.0,19.99,36.6,62.15,6.73,11.05,80.0,25,34,87.5,100.0,20,90,37.79,35.63,0.18,12.42,-6.31,False,False,80.0% closes stayed inside robust range | Range width is 20.0% | Current position is 62.1% inside range | Upside to range high is 6.7% | Downside to range low is 11.0% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,JAIPURKURT,Neutral Range,62.39,28.34,38.16,24.4,42.74,34.67,75.16,49.47,14.95,14.64,80.83,27,20,89.58,50.0,40,100,33.28,51.84,1.48,17.15,-13.01,False,False,80.8% closes stayed inside robust range | Range width is 34.7% | Current position is 49.5% inside range | Upside to range high is 15.0% | Downside to range low is 14.6% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,VARROC,Neutral Range,60.78,494.16,633.69,462.0,694.7,28.24,50.37,57.72,10.27,14.01,80.0,20,21,87.5,80.0,40,70,16.03,64.19,0.93,16.3,-9.31,False,False,80.0% closes stayed inside robust range | Range width is 28.2% | Current position is 57.7% inside range | Upside to range high is 10.3% | Downside to range low is 14.0%
26.05.2026 at 04:05 PM IST,SHREECEM,Lower Range Watch,78.52,23666.5,27234.5,22550.0,28090.0,15.08,24.57,42.42,8.16,6.01,80.0,25,40,87.5,100.0,65,100,35.97,53.17,0.9,6.4,-7.54,False,False,80.0% closes stayed inside robust range | Range width is 15.1% | Current position is 42.4% inside range | Upside to range high is 8.2% | Downside to range low is 6.0% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,GODREJPROP,Lower Range Watch,66.81,1560.09,2047.1,1434.0,2166.2,31.22,51.06,41.09,16.3,11.37,80.0,20,27,87.5,50.0,65,85,39.57,34.36,0.45,12.83,-14.01,False,False,80.0% closes stayed inside robust range | Range width is 31.2% | Current position is 41.1% inside range | Upside to range high is 16.3% | Downside to range low is 11.4%
26.05.2026 at 04:05 PM IST,JUBLCPL,Accumulation Zone,72.76,1667.38,2333.5,1460.0,2550.0,39.95,74.66,25.97,26.79,9.4,80.83,22,26,89.58,50.0,90,85,34.12,59.11,1.21,10.38,-21.13,False,False,80.8% closes stayed inside robust range | Range width is 40.0% | Current position is 26.0% inside range | Upside to range high is 26.8% | Downside to range low is 9.4% | Stock is near lower band
26.05.2026 at 04:05 PM IST,XCHANGING,Wide / Volatile Range,50.0,57.0,82.16,47.5,87.17,44.15,83.52,36.34,24.22,13.82,80.83,15,28,89.58,20.0,65,75,39.96,34.19,0.44,16.04,-19.5,False,False,80.8% closes stayed inside robust range | Range width is 44.1% | Current position is 36.3% inside range | Upside to range high is 24.2% | Downside to range low is 13.8%
26.05.2026 at 04:05 PM IST,MANCREDIT,Profit Booking Zone,51.83,162.71,173.19,152.06,182.9,6.44,20.28,77.88,1.36,4.77,80.0,41,75,87.5,42.64,5,100,34.55,46.32,0.43,5.01,-1.34,False,False,80.0% closes stayed inside robust range | Range width is 6.4% | Current position is 77.9% inside range | Upside to range high is 1.4% | Downside to range low is 4.8% | Stock is near upper band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,SIMPLEXINF,Wide / Volatile Range,39.78,171.03,270.07,137.0,290.55,57.91,112.08,77.93,8.8,31.1,80.0,15,15,87.5,20.0,5,72,12.34,55.9,5.15,45.13,-8.09,False,False,80.0% closes stayed inside robust range | Range width is 57.9% | Current position is 77.9% inside range | Upside to range high is 8.8% | Downside to range low is 31.1% | Stock is near upper band
26.05.2026 at 04:05 PM IST,RCF,Neutral Range,64.0,116.28,141.81,106.0,150.95,21.95,42.41,61.93,7.36,11.97,80.0,17,27,87.5,100.0,20,100,14.14,50.02,1.14,13.59,-6.85,False,False,80.0% closes stayed inside robust range | Range width is 22.0% | Current position is 61.9% inside range | Upside to range high is 7.4% | Downside to range low is 12.0% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,TBZ,Accumulation Zone,81.16,130.27,168.2,110.5,193.31,29.11,74.94,22.17,21.28,6.06,80.0,22,34,87.5,80.0,90,100,38.58,37.4,0.78,6.45,-17.55,False,False,80.0% closes stayed inside robust range | Range width is 29.1% | Current position is 22.2% inside range | Upside to range high is 21.3% | Downside to range low is 6.1% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,CEATLTD,Accumulation Zone,88.6,3280.83,3903.57,3093.6,4128.3,18.98,33.45,2.77,18.36,0.52,80.0,22,42,87.5,100.0,100,100,44.84,45.9,0.38,0.53,-15.51,False,False,80.0% closes stayed inside robust range | Range width is 19.0% | Current position is 2.8% inside range | Upside to range high is 18.4% | Downside to range low is 0.5% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,TRANSWORLD,Wide / Volatile Range,50.0,132.62,198.08,111.56,227.0,49.36,103.48,44.89,22.27,18.14,80.83,23,18,89.58,20.0,65,100,34.48,45.62,0.57,22.16,-18.21,False,False,80.8% closes stayed inside robust range | Range width is 49.4% | Current position is 44.9% inside range | Upside to range high is 22.3% | Downside to range low is 18.1% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,IIFL,Wide / Volatile Range,50.0,446.78,630.9,409.1,675.0,41.21,65.0,15.3,32.84,5.93,80.0,25,15,87.5,20.0,90,85,35.83,59.66,0.88,6.31,-24.72,False,False,80.0% closes stayed inside robust range | Range width is 41.2% | Current position is 15.3% inside range | Upside to range high is 32.8% | Downside to range low is 5.9% | Stock is near lower band
26.05.2026 at 04:05 PM IST,RHIM,Lower Range Watch,74.77,374.76,460.63,323.05,499.6,22.91,54.65,35.91,13.57,7.6,80.0,22,34,87.5,80.0,65,100,37.62,47.91,0.72,8.23,-11.95,False,False,80.0% closes stayed inside robust range | Range width is 22.9% | Current position is 35.9% inside range | Upside to range high is 13.6% | Downside to range low is 7.6% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,TCIEXP,Accumulation Zone,83.65,490.36,581.81,447.55,603.0,18.65,34.73,25.08,13.35,4.47,80.0,24,41,87.5,100.0,90,90,38.5,40.94,0.27,4.68,-11.78,False,False,80.0% closes stayed inside robust range | Range width is 18.6% | Current position is 25.1% inside range | Upside to range high is 13.3% | Downside to range low is 4.5% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,VRLLOG,Accumulation Zone,82.66,243.58,283.77,225.0,307.6,16.5,36.71,0.0,19.13,-2.26,80.0,32,19,87.5,100.0,100,60,45.25,36.91,0.99,-2.21,-16.06,False,False,80.0% closes stayed inside robust range | Range width is 16.5% | Current position is 0.0% inside range | Upside to range high is 19.1% | Downside to range low is -2.3% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,HAVELLS,Accumulation Zone,84.91,1209.42,1434.85,1142.5,1514.7,18.64,32.58,0.0,19.47,-0.7,80.0,24,46,87.5,100.0,100,75,45.25,31.83,0.64,-0.7,-16.3,False,False,80.0% closes stayed inside robust range | Range width is 18.6% | Current position is 0.0% inside range | Upside to range high is 19.5% | Downside to range low is -0.7% | Stock is near lower band
26.05.2026 at 04:05 PM IST,RUCHINFRA,Profit Booking Zone,56.64,5.35,6.61,4.05,7.25,23.52,79.01,79.19,4.13,15.7,80.0,14,34,87.5,80.0,5,100,16.75,49.75,0.62,18.63,-3.96,False,False,80.0% closes stayed inside robust range | Range width is 23.5% | Current position is 79.2% inside range | Upside to range high is 4.1% | Downside to range low is 15.7% | Stock is near upper band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,GICHSGFIN,Accumulation Zone,83.96,143.84,173.13,130.05,184.0,20.36,41.48,20.96,15.43,4.09,80.0,21,25,87.5,100.0,90,93,37.59,38.59,1.55,4.27,-13.37,False,False,80.0% closes stayed inside robust range | Range width is 20.4% | Current position is 21.0% inside range | Upside to range high is 15.4% | Downside to range low is 4.1% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,SUNDROP,Neutral Range,67.75,613.47,718.67,556.0,763.7,17.15,37.36,59.49,6.3,9.26,80.0,35,23,87.5,100.0,40,90,15.84,52.87,0.34,10.2,-5.93,False,False,80.0% closes stayed inside robust range | Range width is 17.1% | Current position is 59.5% inside range | Upside to range high is 6.3% | Downside to range low is 9.3% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,ICRA,Accumulation Zone,83.85,5241.3,6162.95,4965.5,6500.0,17.58,30.9,15.21,14.52,2.61,80.0,30,46,87.5,100.0,90,90,39.84,46.2,0.66,2.67,-12.68,False,False,80.0% closes stayed inside robust range | Range width is 17.6% | Current position is 15.2% inside range | Upside to range high is 14.5% | Downside to range low is 2.6% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,SARDAEN,Neutral Range,63.08,482.79,586.8,453.1,624.0,21.54,37.72,48.18,10.11,9.4,80.0,26,21,87.5,100.0,40,38,36.68,31.05,2.05,10.38,-9.19,False,False,80.0% closes stayed inside robust range | Range width is 21.5% | Current position is 48.2% inside range | Upside to range high is 10.1% | Downside to range low is 9.4%
26.05.2026 at 04:05 PM IST,BANG,Wide / Volatile Range,50.0,33.49,48.98,26.61,55.8,46.26,109.7,30.41,28.23,12.33,80.0,16,24,87.5,20.0,65,78,34.87,31.44,1.51,14.07,-22.01,False,False,80.0% closes stayed inside robust range | Range width is 46.3% | Current position is 30.4% inside range | Upside to range high is 28.2% | Downside to range low is 12.3%
26.05.2026 at 04:05 PM IST,FDC,Profit Booking Zone,53.84,340.41,414.45,312.95,433.45,21.75,38.5,84.74,2.8,15.56,80.0,16,30,87.5,100.0,5,57,14.46,70.09,9.52,18.43,-2.73,False,False,80.0% closes stayed inside robust range | Range width is 21.7% | Current position is 84.7% inside range | Upside to range high is 2.8% | Downside to range low is 15.6% | Stock is near upper band
26.05.2026 at 04:05 PM IST,SANDESH,Neutral Range,66.17,932.33,1090.54,811.0,1177.8,16.97,45.23,49.85,7.85,7.8,80.0,23,44,87.5,100.0,40,60,35.29,27.53,0.05,8.46,-7.28,False,False,80.0% closes stayed inside robust range | Range width is 17.0% | Current position is 49.9% inside range | Upside to range high is 7.8% | Downside to range low is 7.8%
26.05.2026 at 04:05 PM IST,MUTHOOTFIN,Accumulation Zone,87.42,3282.15,3921.53,3042.1,4149.5,19.48,36.4,7.72,17.71,1.48,80.0,30,30,87.5,100.0,100,90,46.99,38.24,0.22,1.5,-15.05,False,False,80.0% closes stayed inside robust range | Range width is 19.5% | Current position is 7.7% inside range | Upside to range high is 17.7% | Downside to range low is 1.5% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,PRIMO,Neutral Range,53.1,18.04,24.9,16.1,26.9,38.02,67.08,59.5,12.56,18.45,80.0,19,18,87.5,50.0,40,40,34.83,25.96,0.71,22.62,-11.16,False,False,80.0% closes stayed inside robust range | Range width is 38.0% | Current position is 59.5% inside range | Upside to range high is 12.6% | Downside to range low is 18.4%
26.05.2026 at 04:05 PM IST,FIVESTAR,Wide / Volatile Range,50.0,373.67,570.14,338.15,624.4,52.58,84.65,41.47,25.26,17.9,80.0,18,19,87.5,20.0,65,60,38.87,29.6,0.51,21.81,-20.17,False,False,80.0% closes stayed inside robust range | Range width is 52.6% | Current position is 41.5% inside range | Upside to range high is 25.3% | Downside to range low is 17.9%
26.05.2026 at 04:05 PM IST,INDTERRAIN,Neutral Range,62.92,29.11,35.96,24.56,40.55,23.55,65.11,47.17,11.2,10.0,80.0,19,31,87.5,80.0,40,65,35.27,55.37,0.29,11.11,-10.07,False,False,80.0% closes stayed inside robust range | Range width is 23.5% | Current position is 47.2% inside range | Upside to range high is 11.2% | Downside to range low is 10.0%
26.05.2026 at 04:05 PM IST,SMARTWORKS,Neutral Range,62.76,385.7,473.86,361.5,528.25,22.86,46.13,73.9,5.1,14.45,80.0,19,37,87.5,80.0,20,100,32.55,45.57,0.46,16.89,-4.86,False,False,80.0% closes stayed inside robust range | Range width is 22.9% | Current position is 73.9% inside range | Upside to range high is 5.1% | Downside to range low is 14.5% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,FILATEX,Lower Range Watch,74.55,40.65,50.82,36.26,55.75,25.03,53.75,30.57,16.14,7.11,80.0,21,23,87.5,80.0,65,100,36.15,41.59,0.68,7.65,-13.9,False,False,80.0% closes stayed inside robust range | Range width is 25.0% | Current position is 30.6% inside range | Upside to range high is 16.1% | Downside to range low is 7.1% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,NELCO,Neutral Range,67.76,591.36,748.53,500.1,852.95,26.58,70.56,55.06,10.42,12.77,80.0,24,23,87.5,80.0,40,100,32.55,40.8,1.01,14.64,-9.44,False,False,80.0% closes stayed inside robust range | Range width is 26.6% | Current position is 55.1% inside range | Upside to range high is 10.4% | Downside to range low is 12.8% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,IITL,Neutral Range,58.46,130.2,169.12,108.0,192.0,29.89,77.78,66.43,8.37,16.57,80.0,34,38,87.5,80.0,20,70,33.89,45.22,1.04,19.86,-7.73,False,False,80.0% closes stayed inside robust range | Range width is 29.9% | Current position is 66.4% inside range | Upside to range high is 8.4% | Downside to range low is 16.6% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,AURIGROW,Wide / Volatile Range,50.0,0.26,0.76,0.2,1.0,192.69,400.0,9.98,145.48,16.13,81.67,14,16,91.67,20.0,100,75,18.18,33.33,0.4,19.23,-59.26,False,False,81.7% closes stayed inside robust range | Range width is 192.7% | Current position is 10.0% inside range | Upside to range high is 145.5% | Downside to range low is 16.1% | Stock is near lower band
26.05.2026 at 04:05 PM IST,PSB,Accumulation Zone,80.93,23.09,28.24,20.5,30.45,22.29,48.54,21.37,16.73,4.55,80.0,21,29,87.5,80.0,90,100,37.02,35.38,1.19,4.76,-14.33,False,False,80.0% closes stayed inside robust range | Range width is 22.3% | Current position is 21.4% inside range | Upside to range high is 16.7% | Downside to range low is 4.5% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,SUBROS,Accumulation Zone,78.32,687.52,870.35,622.1,921.0,26.59,48.05,19.84,20.25,5.01,80.0,19,26,87.5,80.0,90,75,44.67,31.97,1.05,5.28,-16.84,False,False,80.0% closes stayed inside robust range | Range width is 26.6% | Current position is 19.8% inside range | Upside to range high is 20.2% | Downside to range low is 5.0% | Stock is near lower band
26.05.2026 at 04:05 PM IST,TRIGYN,Wide / Volatile Range,48.1,47.66,67.99,37.55,73.64,42.66,96.11,68.0,10.58,22.48,80.0,20,27,87.5,20.0,20,100,14.81,53.0,1.22,29.01,-9.57,False,False,80.0% closes stayed inside robust range | Range width is 42.7% | Current position is 68.0% inside range | Upside to range high is 10.6% | Downside to range low is 22.5% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,STEL,Accumulation Zone,81.74,432.76,534.4,385.1,633.3,23.49,64.45,24.34,16.81,5.41,80.0,27,19,87.5,80.0,90,100,42.4,46.07,0.44,5.72,-14.39,False,False,80.0% closes stayed inside robust range | Range width is 23.5% | Current position is 24.3% inside range | Upside to range high is 16.8% | Downside to range low is 5.4% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,GEECEE,Neutral Range,51.7,260.53,342.53,215.85,377.1,31.48,74.7,70.33,7.65,18.12,80.0,17,21,87.5,50.0,20,65,33.84,58.22,0.64,22.14,-7.1,False,False,80.0% closes stayed inside robust range | Range width is 31.5% | Current position is 70.3% inside range | Upside to range high is 7.6% | Downside to range low is 18.1%
