range_scan_time,symbol,range_status,range_score,range_low,range_high,absolute_range_low,absolute_range_high,range_width_pct,absolute_range_width_pct,current_position_pct,upside_to_range_high_pct,downside_to_range_low_pct,inside_range_pct,lower_touch_days,upper_touch_days,range_stability_score,range_width_score,range_position_score,range_bounce_score,range_quality_risk_score,range_rsi,range_volume_ratio,range_breakdown_buffer_pct,range_breakout_buffer_pct,is_range_breakdown,is_range_breakout,range_reasons
26.05.2026 at 04:05 PM IST,SPCENET,Wide / Volatile Range,50.0,3.66,6.85,3.0,8.49,87.37,183.0,3.22,82.23,2.74,80.0,16,21,87.5,20.0,100,75,38.17,33.33,0.76,2.82,-45.13,False,False,80.0% closes stayed inside robust range | Range width is 87.4% | Current position is 3.2% inside range | Upside to range high is 82.2% | Downside to range low is 2.7% | Stock is near lower band
26.05.2026 at 04:05 PM IST,IVC,Neutral Range,62.66,6.99,8.08,6.02,8.55,15.63,42.03,48.72,7.45,7.07,80.83,24,46,89.58,100.0,40,60,8.41,28.18,0.89,7.61,-6.93,False,False,80.8% closes stayed inside robust range | Range width is 15.6% | Current position is 48.7% inside range | Upside to range high is 7.4% | Downside to range low is 7.1%
26.05.2026 at 04:05 PM IST,POLYPLEX,Profit Booking Zone,54.08,805.56,917.09,740.0,1011.9,13.84,36.74,89.79,1.26,11.06,80.0,47,21,87.5,100.0,5,70,3.0,42.9,0.34,12.43,-1.24,False,False,80.0% closes stayed inside robust range | Range width is 13.8% | Current position is 89.8% inside range | Upside to range high is 1.3% | Downside to range low is 11.1% | Stock is near upper band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,IDBI,Wide / Volatile Range,50.0,70.96,111.0,61.01,118.38,56.42,94.03,4.93,52.19,2.71,80.0,21,23,87.5,20.0,100,100,29.68,37.86,0.58,2.78,-34.29,False,False,80.0% closes stayed inside robust range | Range width is 56.4% | Current position is 4.9% inside range | Upside to range high is 52.2% | Downside to range low is 2.7% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,NDTV,Accumulation Zone,73.87,72.92,92.8,58.75,104.43,27.27,77.75,29.78,17.71,7.51,80.0,18,19,87.5,80.0,90,87,2.98,46.78,2.99,8.12,-15.04,False,False,80.0% closes stayed inside robust range | Range width is 27.3% | Current position is 29.8% inside range | Upside to range high is 17.7% | Downside to range low is 7.5% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,SUPERSPIN,Wide / Volatile Range,50.0,4.55,8.3,3.79,9.45,82.56,149.34,13.13,64.7,9.78,80.0,15,29,87.5,20.0,100,40,11.08,20.62,1.09,10.84,-39.28,False,False,80.0% closes stayed inside robust range | Range width is 82.6% | Current position is 13.1% inside range | Upside to range high is 64.7% | Downside to range low is 9.8% | Stock is near lower band
26.05.2026 at 04:05 PM IST,SSDL,Accumulation Zone,70.7,57.87,79.01,46.15,82.66,36.53,79.11,17.6,28.29,6.04,80.0,17,29,87.5,50.0,90,100,8.83,41.89,0.91,6.43,-22.05,False,False,80.0% closes stayed inside robust range | Range width is 36.5% | Current position is 17.6% inside range | Upside to range high is 28.3% | Downside to range low is 6.0% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,TPHQ,Accumulation Zone,72.17,0.51,0.65,0.44,0.86,27.9,95.45,0.7,27.65,0.2,80.0,21,16,87.5,80.0,100,50,11.97,28.57,1.3,0.2,-21.66,False,False,80.0% closes stayed inside robust range | Range width is 27.9% | Current position is 0.7% inside range | Upside to range high is 27.6% | Downside to range low is 0.2% | Stock is near lower band
26.05.2026 at 04:05 PM IST,GMBREW,Accumulation Zone,83.2,947.73,1061.63,873.0,1328.8,12.02,52.21,1.34,11.84,0.16,80.0,47,33,87.5,100.0,100,100,8.81,44.94,1.45,0.16,-10.59,False,False,80.0% closes stayed inside robust range | Range width is 12.0% | Current position is 1.3% inside range | Upside to range high is 11.8% | Downside to range low is 0.2% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,DAMCAPITAL,Wide / Volatile Range,50.0,131.92,214.19,119.22,226.77,62.36,90.21,25.43,40.14,13.69,80.0,17,26,87.5,20.0,90,80,9.7,42.84,0.32,15.86,-28.64,False,False,80.0% closes stayed inside robust range | Range width is 62.4% | Current position is 25.4% inside range | Upside to range high is 40.1% | Downside to range low is 13.7% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,GILLANDERS,Lower Range Watch,64.58,82.72,105.4,76.0,115.94,27.42,52.55,40.02,14.82,9.89,80.0,15,25,87.5,80.0,65,60,9.7,19.3,0.76,10.97,-12.91,False,False,80.0% closes stayed inside robust range | Range width is 27.4% | Current position is 40.0% inside range | Upside to range high is 14.8% | Downside to range low is 9.9%
26.05.2026 at 04:05 PM IST,CINELINE,Accumulation Zone,78.69,80.93,88.17,73.35,96.0,8.95,30.88,0.0,9.97,-0.94,80.0,23,58,87.5,100.0,100,65,13.75,34.6,0.23,-0.93,-9.07,False,False,80.0% closes stayed inside robust range | Range width is 8.9% | Current position is 0.0% inside range | Upside to range high is 10.0% | Downside to range low is -0.9% | Stock is near lower band
26.05.2026 at 04:05 PM IST,KAYNES,Accumulation Zone,72.44,3408.97,4270.67,2995.0,5529.0,25.28,84.61,0.0,29.45,-3.33,80.0,20,26,87.5,80.0,100,50,13.74,29.6,1.26,-3.23,-22.75,False,False,80.0% closes stayed inside robust range | Range width is 25.3% | Current position is 0.0% inside range | Upside to range high is 29.5% | Downside to range low is -3.3% | Stock is near lower band
26.05.2026 at 04:05 PM IST,KEEPLEARN,Lower Range Watch,62.72,1.86,2.49,1.54,2.98,33.92,93.51,39.62,18.06,11.85,80.83,19,22,89.58,50.0,65,90,3.83,52.81,0.25,13.44,-15.3,False,False,80.8% closes stayed inside robust range | Range width is 33.9% | Current position is 39.6% inside range | Upside to range high is 18.1% | Downside to range low is 11.8% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,PNBGILTS,Neutral Range,57.54,68.82,81.59,58.6,87.99,18.56,50.15,73.93,4.26,12.07,80.0,22,51,87.5,100.0,20,65,6.08,58.4,0.22,13.72,-4.08,False,False,80.0% closes stayed inside robust range | Range width is 18.6% | Current position is 73.9% inside range | Upside to range high is 4.3% | Downside to range low is 12.1%
26.05.2026 at 04:05 PM IST,SURYALAXMI,Neutral Range,62.03,52.65,60.51,43.0,63.9,14.94,48.6,57.75,5.81,7.94,80.0,23,39,87.5,100.0,40,63,4.72,43.73,1.62,8.63,-5.49,False,False,80.0% closes stayed inside robust range | Range width is 14.9% | Current position is 57.8% inside range | Upside to range high is 5.8% | Downside to range low is 7.9% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,DIGJAMLMTD,Neutral Range,60.07,40.01,51.47,36.03,57.36,28.64,59.2,49.05,12.79,12.32,80.83,18,27,89.58,80.0,40,70,7.86,50.58,0.54,14.05,-11.34,False,False,80.8% closes stayed inside robust range | Range width is 28.6% | Current position is 49.0% inside range | Upside to range high is 12.8% | Downside to range low is 12.3% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,BALAJEE,Wide / Volatile Range,50.0,25.62,40.04,21.1,42.47,56.31,101.28,33.0,31.81,15.67,80.0,16,31,87.5,20.0,65,90,12.36,35.28,0.83,18.58,-24.14,False,False,80.0% closes stayed inside robust range | Range width is 56.3% | Current position is 33.0% inside range | Upside to range high is 31.8% | Downside to range low is 15.7% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,RPPINFRA,Wide / Volatile Range,50.0,68.97,103.54,55.04,119.3,50.14,116.75,12.1,41.55,5.72,80.0,24,21,87.5,20.0,100,75,8.75,32.14,0.74,6.07,-29.35,False,False,80.0% closes stayed inside robust range | Range width is 50.1% | Current position is 12.1% inside range | Upside to range high is 41.5% | Downside to range low is 5.7% | Stock is near lower band
26.05.2026 at 04:05 PM IST,BCLIND,Neutral Range,48.03,27.57,34.7,25.53,37.85,25.85,48.26,73.68,5.72,16.0,80.0,31,22,87.5,80.0,20,23,11.34,24.78,1.86,19.05,-5.41,False,False,80.0% closes stayed inside robust range | Range width is 25.9% | Current position is 73.7% inside range | Upside to range high is 5.7% | Downside to range low is 16.0%
26.05.2026 at 04:05 PM IST,SHIVALIK,Wide / Volatile Range,50.0,251.68,372.07,206.75,409.7,47.83,98.16,10.65,40.67,4.84,80.0,24,20,87.5,20.0,100,100,7.81,45.06,0.68,5.09,-28.91,False,False,80.0% closes stayed inside robust range | Range width is 47.8% | Current position is 10.6% inside range | Upside to range high is 40.7% | Downside to range low is 4.8% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,BDL,Accumulation Zone,78.44,1249.27,1520.7,1086.0,1593.9,21.73,46.77,29.71,14.35,6.06,80.0,28,23,87.5,100.0,90,90,3.76,38.53,0.71,6.45,-12.55,False,False,80.0% closes stayed inside robust range | Range width is 21.7% | Current position is 29.7% inside range | Upside to range high is 14.3% | Downside to range low is 6.1% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,RNBDENIMS,Wide / Volatile Range,50.0,13.28,57.46,10.75,67.67,332.79,529.46,0.0,410.73,-18.01,80.0,17,16,87.5,20.0,100,50,30.0,16.1,0.86,-15.26,-80.42,False,False,80.0% closes stayed inside robust range | Range width is 332.8% | Current position is 0.0% inside range | Upside to range high is 410.7% | Downside to range low is -18.0% | Stock is near lower band
26.05.2026 at 04:05 PM IST,BLUEDART,Accumulation Zone,74.92,4910.81,5682.65,4683.0,6039.5,15.72,28.97,0.0,16.65,-0.81,80.0,20,36,87.5,100.0,100,40,13.65,15.11,0.48,-0.8,-14.27,False,False,80.0% closes stayed inside robust range | Range width is 15.7% | Current position is 0.0% inside range | Upside to range high is 16.7% | Downside to range low is -0.8% | Stock is near lower band
26.05.2026 at 04:05 PM IST,GATECH,Neutral Range,61.61,0.46,0.55,0.4,0.64,19.57,60.0,66.67,5.77,11.54,82.5,28,27,93.75,100.0,20,85,2.84,59.09,0.5,13.04,-5.45,False,False,82.5% closes stayed inside robust range | Range width is 19.6% | Current position is 66.7% inside range | Upside to range high is 5.8% | Downside to range low is 11.5%
26.05.2026 at 04:05 PM IST,EUREKAFORB,Wide / Volatile Range,50.0,445.11,637.99,403.2,668.3,43.33,65.75,7.2,39.0,3.03,80.0,17,24,87.5,20.0,100,30,13.64,27.93,1.1,3.12,-28.06,False,False,80.0% closes stayed inside robust range | Range width is 43.3% | Current position is 7.2% inside range | Upside to range high is 39.0% | Downside to range low is 3.0% | Stock is near lower band
26.05.2026 at 04:05 PM IST,ACL,Accumulation Zone,68.3,52.52,70.47,40.5,75.99,34.19,87.63,18.18,26.33,5.85,80.0,24,20,87.5,50.0,90,90,2.83,50.86,0.47,6.22,-20.84,False,False,80.0% closes stayed inside robust range | Range width is 34.2% | Current position is 18.2% inside range | Upside to range high is 26.3% | Downside to range low is 5.9% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,MODTHREAD,Lower Range Watch,72.45,41.89,48.02,35.61,57.8,14.64,62.31,35.08,9.04,4.88,80.0,27,29,87.5,100.0,65,90,5.52,38.39,1.14,5.14,-8.29,False,False,80.0% closes stayed inside robust range | Range width is 14.6% | Current position is 35.1% inside range | Upside to range high is 9.0% | Downside to range low is 4.9% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,RVNL,Accumulation Zone,66.72,267.69,342.5,248.0,400.7,27.95,61.57,0.0,31.86,-3.06,80.0,25,19,87.5,80.0,100,17,8.66,15.67,3.33,-2.97,-24.16,False,False,80.0% closes stayed inside robust range | Range width is 27.9% | Current position is 0.0% inside range | Upside to range high is 31.9% | Downside to range low is -3.1% | Stock is near lower band
26.05.2026 at 04:05 PM IST,PODDARMENT,Neutral Range,60.93,216.87,263.97,201.1,284.4,21.72,41.42,72.57,5.15,13.62,80.0,18,37,87.5,100.0,20,90,3.71,43.59,0.41,15.76,-4.89,False,False,80.0% closes stayed inside robust range | Range width is 21.7% | Current position is 72.6% inside range | Upside to range high is 5.1% | Downside to range low is 13.6% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,SVLL,Accumulation Zone,71.13,536.21,700.64,445.15,747.0,30.67,67.81,14.5,25.1,4.26,80.0,26,30,87.5,50.0,100,90,5.04,42.11,0.14,4.45,-20.07,False,False,80.0% closes stayed inside robust range | Range width is 30.7% | Current position is 14.5% inside range | Upside to range high is 25.1% | Downside to range low is 4.3% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,CUBEXTUB,Accumulation Zone,69.08,87.44,115.76,73.1,143.69,32.39,96.57,6.88,29.5,2.18,80.0,28,21,87.5,50.0,100,70,11.34,35.83,0.29,2.23,-22.78,False,False,80.0% closes stayed inside robust range | Range width is 32.4% | Current position is 6.9% inside range | Upside to range high is 29.5% | Downside to range low is 2.2% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,CEWATER,Wide / Volatile Range,50.0,272.41,446.34,235.0,488.0,63.85,107.66,6.43,57.38,3.95,80.0,21,20,87.5,20.0,100,75,12.69,34.75,0.87,4.11,-36.46,False,False,80.0% closes stayed inside robust range | Range width is 63.8% | Current position is 6.4% inside range | Upside to range high is 57.4% | Downside to range low is 3.9% | Stock is near lower band
26.05.2026 at 04:05 PM IST,CREATIVEYE,Neutral Range,64.56,6.34,7.17,5.41,8.43,13.21,55.82,55.44,5.49,6.82,80.0,20,55,87.5,100.0,40,80,4.57,45.14,1.38,7.32,-5.2,False,False,80.0% closes stayed inside robust range | Range width is 13.2% | Current position is 55.4% inside range | Upside to range high is 5.5% | Downside to range low is 6.8% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,SDBL,Wide / Volatile Range,50.0,74.24,107.58,61.8,117.4,44.91,89.97,35.21,25.13,13.66,80.0,18,26,87.5,20.0,65,100,7.27,48.15,0.55,15.82,-20.08,False,False,80.0% closes stayed inside robust range | Range width is 44.9% | Current position is 35.2% inside range | Upside to range high is 25.1% | Downside to range low is 13.7% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,TEXRAIL,Wide / Volatile Range,50.0,90.57,129.57,78.05,142.95,43.06,83.15,47.04,18.96,16.85,80.0,15,30,87.5,20.0,40,90,4.56,45.46,0.31,20.26,-15.94,False,False,80.0% closes stayed inside robust range | Range width is 43.1% | Current position is 47.0% inside range | Upside to range high is 19.0% | Downside to range low is 16.8% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,PINELABS,Wide / Volatile Range,35.0,156.5,240.63,135.52,254.75,53.75,87.98,0.0,74.44,-13.46,80.0,17,27,87.5,20.0,100,0,10.83,9.2,5.8,-11.86,-42.67,True,False,80.0% closes stayed inside robust range | Range width is 53.8% | Current position is 0.0% inside range | Upside to range high is 74.4% | Downside to range low is -13.5% | Price is below lower range with elevated volume | Stock is near lower band
26.05.2026 at 04:05 PM IST,WSI,Accumulation Zone,76.87,68.35,88.12,59.25,95.0,28.92,60.34,4.08,27.42,1.17,80.0,31,17,87.5,80.0,100,87,6.32,38.29,2.28,1.18,-21.52,False,False,80.0% closes stayed inside robust range | Range width is 28.9% | Current position is 4.1% inside range | Upside to range high is 27.4% | Downside to range low is 1.2% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,SAGCEM,Accumulation Zone,81.59,174.75,212.34,148.7,220.0,21.51,47.95,14.2,17.91,2.96,80.0,22,26,87.5,100.0,100,90,8.12,45.75,0.37,3.06,-15.19,False,False,80.0% closes stayed inside robust range | Range width is 21.5% | Current position is 14.2% inside range | Upside to range high is 17.9% | Downside to range low is 3.0% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,EMBDL,Wide / Volatile Range,50.0,48.53,77.53,39.46,87.96,59.78,122.91,42.76,27.25,20.36,80.0,15,16,87.5,20.0,65,70,5.85,53.26,0.63,25.56,-21.41,False,False,80.0% closes stayed inside robust range | Range width is 59.8% | Current position is 42.8% inside range | Upside to range high is 27.2% | Downside to range low is 20.4% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,KAMATHOTEL,Wide / Volatile Range,50.0,164.12,237.5,140.2,248.05,44.71,76.93,4.89,41.62,2.14,80.0,28,28,87.5,20.0,100,100,11.7,40.4,0.53,2.19,-29.39,False,False,80.0% closes stayed inside robust range | Range width is 44.7% | Current position is 4.9% inside range | Upside to range high is 41.6% | Downside to range low is 2.1% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,UNIENTER,Wide / Volatile Range,50.0,96.43,143.63,87.51,151.99,48.96,73.68,23.16,33.79,10.18,80.0,18,31,87.5,20.0,90,100,5.39,50.2,0.17,11.34,-25.25,False,False,80.0% closes stayed inside robust range | Range width is 49.0% | Current position is 23.2% inside range | Upside to range high is 33.8% | Downside to range low is 10.2% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,VISHWARAJ,Lower Range Watch,63.0,5.13,6.94,4.14,7.43,35.41,79.47,30.03,22.4,9.61,80.83,19,29,89.58,50.0,65,93,2.68,44.76,1.63,10.63,-18.3,False,False,80.8% closes stayed inside robust range | Range width is 35.4% | Current position is 30.0% inside range | Upside to range high is 22.4% | Downside to range low is 9.6% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,POKARNA,Lower Range Watch,68.44,770.35,981.92,692.6,1146.2,27.46,65.49,31.1,17.43,7.87,80.83,17,14,89.58,80.0,65,83,8.97,35.13,2.16,8.54,-14.85,False,False,80.8% closes stayed inside robust range | Range width is 27.5% | Current position is 31.1% inside range | Upside to range high is 17.4% | Downside to range low is 7.9% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,INCREDIBLE,Neutral Range,61.55,32.78,40.19,28.1,45.6,22.59,62.28,56.58,8.7,11.33,80.83,22,25,89.58,80.0,40,85,2.66,58.01,0.69,12.78,-8.0,False,False,80.8% closes stayed inside robust range | Range width is 22.6% | Current position is 56.6% inside range | Upside to range high is 8.7% | Downside to range low is 11.3%
26.05.2026 at 04:05 PM IST,KALAMANDIR,Wide / Volatile Range,50.0,98.0,153.24,89.76,164.8,56.37,83.6,19.32,41.01,9.82,80.0,22,23,87.5,20.0,90,100,2.66,41.41,1.24,10.89,-29.09,False,False,80.0% closes stayed inside robust range | Range width is 56.4% | Current position is 19.3% inside range | Upside to range high is 41.0% | Downside to range low is 9.8% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,VMART,Wide / Volatile Range,44.02,520.28,746.44,457.9,803.3,43.47,75.43,63.61,12.39,21.66,80.0,17,22,87.5,20.0,20,85,2.66,55.67,0.63,27.65,-11.02,False,False,80.0% closes stayed inside robust range | Range width is 43.5% | Current position is 63.6% inside range | Upside to range high is 12.4% | Downside to range low is 21.7%
26.05.2026 at 04:05 PM IST,DIXON,Neutral Range,57.27,10171.7,13268.6,9600.0,14739.0,30.45,53.53,48.48,13.67,12.86,80.0,28,14,87.5,50.0,40,100,2.66,54.94,0.45,14.76,-12.03,False,False,80.0% closes stayed inside robust range | Range width is 30.4% | Current position is 48.5% inside range | Upside to range high is 13.7% | Downside to range low is 12.9% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,KPRMILL,Profit Booking Zone,57.02,832.7,977.33,796.1,1089.0,17.37,36.79,78.51,3.28,12.0,80.0,29,33,87.5,100.0,5,90,2.66,48.01,0.44,13.64,-3.18,False,False,80.0% closes stayed inside robust range | Range width is 17.4% | Current position is 78.5% inside range | Upside to range high is 3.3% | Downside to range low is 12.0% | Stock is near upper band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,URAVIDEF,Wide / Volatile Range,35.0,123.43,196.72,108.03,219.79,59.38,103.45,0.0,66.7,-4.59,80.0,20,17,87.5,20.0,100,27,29.71,19.93,2.24,-4.39,-40.01,True,False,80.0% closes stayed inside robust range | Range width is 59.4% | Current position is 0.0% inside range | Upside to range high is 66.7% | Downside to range low is -4.6% | Price is below lower range with elevated volume | Stock is near lower band
26.05.2026 at 04:05 PM IST,OMAXE,Neutral Range,56.97,67.75,83.18,62.5,93.7,22.78,49.92,63.44,7.28,12.63,80.0,20,23,87.5,80.0,20,90,4.0,37.47,0.66,14.45,-6.78,False,False,80.0% closes stayed inside robust range | Range width is 22.8% | Current position is 63.4% inside range | Upside to range high is 7.3% | Downside to range low is 12.6% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,COMPUSOFT,Accumulation Zone,74.77,13.1,16.52,12.0,17.95,26.05,49.58,5.8,24.17,1.49,80.0,24,27,87.5,80.0,100,50,29.33,21.05,0.77,1.51,-19.47,False,False,80.0% closes stayed inside robust range | Range width is 26.0% | Current position is 5.8% inside range | Upside to range high is 24.2% | Downside to range low is 1.5% | Stock is near lower band
26.05.2026 at 04:05 PM IST,YATRA,Wide / Volatile Range,50.0,98.33,175.88,89.9,191.0,78.85,112.46,3.63,73.88,2.78,80.0,19,23,87.5,20.0,100,100,12.98,38.23,0.58,2.86,-42.49,False,False,80.0% closes stayed inside robust range | Range width is 78.9% | Current position is 3.6% inside range | Upside to range high is 73.9% | Downside to range low is 2.8% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,RELTD,Accumulation Zone,73.96,128.49,158.63,118.01,169.9,23.45,43.97,0.0,26.63,-2.57,80.0,19,21,87.5,80.0,100,45,28.87,32.99,0.89,-2.51,-21.03,False,False,80.0% closes stayed inside robust range | Range width is 23.5% | Current position is 0.0% inside range | Upside to range high is 26.6% | Downside to range low is -2.6% | Stock is near lower band
26.05.2026 at 04:05 PM IST,RAJMET,Neutral Range,59.63,3.5,4.32,2.72,5.28,23.43,94.12,46.34,11.34,9.79,81.67,16,15,91.67,80.0,40,67,4.42,40.38,3.42,10.86,-10.19,False,False,81.7% closes stayed inside robust range | Range width is 23.4% | Current position is 46.3% inside range | Upside to range high is 11.3% | Downside to range low is 9.8% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,RIIL,Neutral Range,53.77,668.73,817.84,617.35,877.15,22.3,42.08,61.88,7.47,12.12,80.0,21,37,87.5,80.0,20,70,2.62,25.32,0.81,13.8,-6.95,False,False,80.0% closes stayed inside robust range | Range width is 22.3% | Current position is 61.9% inside range | Upside to range high is 7.5% | Downside to range low is 12.1%
26.05.2026 at 04:05 PM IST,ORIENTALTL,Wide / Volatile Range,50.0,5.95,8.39,4.4,8.94,40.98,103.18,13.45,33.61,5.22,80.0,16,27,87.5,20.0,100,23,32.37,27.48,1.51,5.51,-25.16,False,False,80.0% closes stayed inside robust range | Range width is 41.0% | Current position is 13.4% inside range | Upside to range high is 33.6% | Downside to range low is 5.2% | Stock is near lower band
26.05.2026 at 04:05 PM IST,SHRADHA,Accumulation Zone,75.34,32.58,41.59,26.34,45.35,27.67,72.17,27.19,18.74,7.0,80.0,17,18,87.5,80.0,90,70,29.76,40.8,0.53,7.52,-15.78,False,False,80.0% closes stayed inside robust range | Range width is 27.7% | Current position is 27.2% inside range | Upside to range high is 18.7% | Downside to range low is 7.0% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,YUKEN,Accumulation Zone,69.36,665.63,858.8,584.1,932.95,29.02,59.72,1.23,28.56,0.36,80.0,19,28,87.5,80.0,100,33,10.25,24.11,1.71,0.36,-22.22,False,False,80.0% closes stayed inside robust range | Range width is 29.0% | Current position is 1.2% inside range | Upside to range high is 28.6% | Downside to range low is 0.4% | Stock is near lower band
26.05.2026 at 04:05 PM IST,JISLDVREQS,Accumulation Zone,70.24,21.24,27.65,18.5,29.47,30.21,59.3,27.31,20.28,7.62,80.0,18,27,87.5,50.0,90,100,5.75,42.42,0.38,8.25,-16.86,False,False,80.0% closes stayed inside robust range | Range width is 30.2% | Current position is 27.3% inside range | Upside to range high is 20.3% | Downside to range low is 7.6% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,LPDC,Neutral Range,51.81,5.85,7.6,5.23,8.3,29.95,58.7,67.41,8.12,16.8,80.0,22,18,87.5,80.0,20,57,2.58,39.46,2.32,20.19,-7.51,False,False,80.0% closes stayed inside robust range | Range width is 30.0% | Current position is 67.4% inside range | Upside to range high is 8.1% | Downside to range low is 16.8% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,ORIENTPPR,Accumulation Zone,70.1,16.61,23.12,13.25,24.84,39.21,87.47,23.05,27.67,8.29,80.0,22,30,87.5,50.0,90,100,4.82,39.05,1.07,9.04,-21.67,False,False,80.0% closes stayed inside robust range | Range width is 39.2% | Current position is 23.0% inside range | Upside to range high is 27.7% | Downside to range low is 8.3% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,SILLYMONKS,Wide / Volatile Range,50.0,15.8,23.32,14.61,25.4,47.61,73.85,13.35,38.79,5.98,80.0,22,16,87.5,20.0,100,93,2.54,50.7,1.88,6.36,-27.95,False,False,80.0% closes stayed inside robust range | Range width is 47.6% | Current position is 13.3% inside range | Upside to range high is 38.8% | Downside to range low is 6.0% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,MUKKA,Neutral Range,62.26,21.28,24.66,18.27,30.26,15.9,65.63,49.42,7.46,7.29,80.0,21,51,87.5,100.0,40,60,9.26,26.59,0.7,7.86,-6.94,False,False,80.0% closes stayed inside robust range | Range width is 15.9% | Current position is 49.4% inside range | Upside to range high is 7.5% | Downside to range low is 7.3%
26.05.2026 at 04:05 PM IST,SULA,Accumulation Zone,68.69,156.58,217.64,138.6,237.43,38.99,71.31,5.19,36.23,1.98,80.0,25,26,87.5,50.0,100,50,28.76,28.37,0.71,2.02,-26.6,False,False,80.0% closes stayed inside robust range | Range width is 39.0% | Current position is 5.2% inside range | Upside to range high is 36.2% | Downside to range low is 2.0% | Stock is near lower band
26.05.2026 at 04:05 PM IST,ITCHOTELS,Accumulation Zone,67.74,151.88,198.28,137.3,212.31,30.55,54.63,5.75,28.3,1.73,80.0,29,26,87.5,50.0,100,60,12.4,24.66,0.68,1.76,-22.06,False,False,80.0% closes stayed inside robust range | Range width is 30.5% | Current position is 5.7% inside range | Upside to range high is 28.3% | Downside to range low is 1.7% | Stock is near lower band
26.05.2026 at 04:05 PM IST,SHEMAROO,Neutral Range,67.45,95.56,108.68,73.0,117.95,13.73,61.58,53.28,5.98,6.82,80.0,29,32,87.5,100.0,40,100,3.82,47.82,0.17,7.32,-5.64,False,False,80.0% closes stayed inside robust range | Range width is 13.7% | Current position is 53.3% inside range | Upside to range high is 6.0% | Downside to range low is 6.8% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,DECCANCE,Accumulation Zone,77.89,615.07,762.0,538.0,802.35,23.89,49.14,0.13,23.85,0.03,80.0,21,22,87.5,80.0,100,90,10.11,36.2,0.97,0.03,-19.26,False,False,80.0% closes stayed inside robust range | Range width is 23.9% | Current position is 0.1% inside range | Upside to range high is 23.9% | Downside to range low is 0.0% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,GANECOS,Wide / Volatile Range,40.45,704.2,1052.3,653.55,1178.8,49.43,80.37,72.34,10.07,26.34,80.0,16,32,87.5,20.0,20,60,3.8,37.85,0.82,35.76,-9.15,False,False,80.0% closes stayed inside robust range | Range width is 49.4% | Current position is 72.3% inside range | Upside to range high is 10.1% | Downside to range low is 26.3% | RSI is in a reasonable range-bound zone
