change_scan_time,symbol,sector,industry,current_price,current_rsi,current_risk,current_final_score,current_score_band,technical_score,fundamental_score,relative_strength_score,volume_ratio,distance_pct,distance_from_high_pct,trend,previous_rsi,previous_risk,previous_final_score,previous_score_band,score_change,rsi_change,risk_change,change_signal
01.09.2026 at 10:07 AM IST,ADVENZYMES,Basic Materials,Specialty Chemicals,295.45,38.48,15,9.73,E Avoid,18,31.0,10,0.1,17.77,29.18,Bearish,36.87,15.0,6.13,E Avoid,3.6,1.61,0.0,No Major Change
01.09.2026 at 10:07 AM IST,GENUSPAPER,Basic Materials,Paper & Paper Products,12.5,58.38,15,3.93,E Avoid,40,0.0,18,0.14,44.18,34.45,Bullish,53.46,15.0,0.33,E Avoid,3.6,4.92,0.0,No Major Change
01.09.2026 at 10:07 AM IST,RADIOCITY,Communication Services,Broadcasting,6.43,41.74,0,23.14,E Avoid,53,9.0,20,2.47,42.89,30.49,Bullish,44.86,0.0,19.57,E Avoid,3.57,-3.12,0.0,No Major Change
01.09.2026 at 10:07 AM IST,RAILTEL,Communication Services,Telecom Services,279.25,42.91,15,20.69,E Avoid,18,65.0,10,0.17,14.48,31.65,Bearish,38.48,15.0,17.12,E Avoid,3.57,4.43,0.0,No Major Change
01.09.2026 at 10:07 AM IST,JAYSREETEA,Unknown,Unknown,100.03,60.44,0,29.86,E Avoid,55,0.0,55,0.21,41.79,11.24,Bullish,55.67,0.0,26.32,E Avoid,3.54,4.77,0.0,Fresh Momentum
01.09.2026 at 10:07 AM IST,WALCHANNAG,Industrials,Engineering & Construction,216.58,36.49,0,21.18,E Avoid,28,6.0,20,0.09,65.14,31.42,Bearish,33.94,0.0,17.65,E Avoid,3.53,2.55,0.0,No Major Change
01.09.2026 at 10:07 AM IST,SAKAR,Healthcare,Drug Manufacturers - Specialty & Generic,871.45,47.18,0,41.82,D Weak,42,42.0,30,0.09,171.44,11.08,Bullish,45.92,0.0,38.3,D Weak,3.52,1.26,0.0,No Major Change
01.09.2026 at 10:07 AM IST,ANTHEM,Healthcare,Biotechnology,923.3,66.19,0,41.27,D Weak,65,10.0,65,0.34,59.84,2.05,Bullish,60.08,0.0,37.75,D Weak,3.52,6.11,0.0,No Major Change
01.09.2026 at 10:07 AM IST,NGLFINE,Healthcare,Drug Manufacturers - General,2690.0,31.6,0,32.82,E Avoid,23,41.0,20,0.2,111.77,25.27,Bearish,30.77,5.0,29.3,E Avoid,3.52,0.83,-5.0,Risk Reduced
01.09.2026 at 10:07 AM IST,ATGL,Utilities,Utilities - Regulated Gas,623.4,32.57,0,19.14,E Avoid,28,9.0,20,0.19,34.75,27.47,Bearish,31.3,0.0,15.65,E Avoid,3.49,1.27,0.0,No Major Change
01.09.2026 at 10:07 AM IST,ARIHANT,Real Estate,Real Estate - Development,923.55,33.0,0,24.47,E Avoid,8,43.0,10,0.03,2229.26,24.61,Bearish,31.49,5.0,20.99,E Avoid,3.48,1.51,-5.0,Risk Reduced
01.09.2026 at 10:07 AM IST,MARATHON,Real Estate,Real Estate - Development,416.65,58.24,15,18.27,E Avoid,45,32.0,18,0.06,21.1,39.21,Bullish,57.19,15.0,14.79,E Avoid,3.48,1.05,0.0,No Major Change
01.09.2026 at 10:07 AM IST,ATULAUTO,Consumer Cyclical,Auto Manufacturers,491.3,47.25,0,30.36,E Avoid,32,33.0,20,0.35,29.27,17.64,Bearish,44.72,0.0,27.0,E Avoid,3.36,2.53,0.0,No Major Change
01.09.2026 at 10:07 AM IST,MAHABANK,Financial Services,Banks - Regional,82.94,54.61,0,49.45,C Neutral,55,51.0,38,0.21,65.32,12.23,Bullish,52.29,0.0,46.1,C Neutral,3.35,2.32,0.0,No Major Change
01.09.2026 at 10:07 AM IST,GFLLIMITED,Financial Services,Asset Management,55.21,61.82,0,42.15,D Weak,55,29.0,55,0.19,48.21,31.84,Bullish,59.06,0.0,38.8,D Weak,3.35,2.76,0.0,Fresh Momentum
01.09.2026 at 10:07 AM IST,MASKINVEST,Financial Services,Capital Markets,159.0,59.62,0,30.55,E Avoid,55,8.0,38,0.06,38.33,35.39,Bullish,52.94,0.0,27.2,E Avoid,3.35,6.68,0.0,No Major Change
01.09.2026 at 10:07 AM IST,GSFC,Basic Materials,Agricultural Inputs,158.75,46.15,15,13.53,E Avoid,22,42.0,10,0.17,14.35,26.31,Bearish,43.87,15.0,10.18,E Avoid,3.35,2.28,0.0,No Major Change
01.09.2026 at 10:07 AM IST,ESCORTS,Industrials,Farm & Heavy Construction Machinery,3017.6,46.48,15,13.98,E Avoid,37,29.0,10,0.89,13.03,26.62,Bullish,43.33,15.0,10.7,E Avoid,3.28,3.15,0.0,No Major Change
01.09.2026 at 10:07 AM IST,PRABHA,Energy,Oil & Gas E&P,201.69,67.18,0,39.66,D Weak,50,24.0,55,0.02,46.25,20.73,Bullish,71.6,0.0,36.48,D Weak,3.18,-4.42,0.0,No Major Change
01.09.2026 at 10:07 AM IST,WONDERLA,Consumer Cyclical,Leisure,535.95,69.36,0,50.76,C Neutral,55,51.0,45,0.06,18.28,18.34,Bullish,70.21,0.0,47.65,C Neutral,3.11,-0.85,0.0,No Major Change
01.09.2026 at 10:07 AM IST,DCMNVL,Consumer Cyclical,Textile Manufacturing,190.0,69.41,0,48.61,C Neutral,60,30.0,65,0.12,98.74,4.32,Bullish,71.78,0.0,45.5,C Neutral,3.11,-2.37,0.0,No Major Change
01.09.2026 at 10:07 AM IST,EIHAHOTELS,Consumer Cyclical,Lodging,303.6,51.07,15,10.96,E Avoid,30,30.0,10,0.08,15.13,29.41,Bearish,47.74,15.0,7.85,E Avoid,3.11,3.33,0.0,No Major Change
01.09.2026 at 10:07 AM IST,SHYAMMETL,Basic Materials,Steel,1082.6,67.07,0,45.78,C Neutral,60,35.0,48,0.09,45.76,2.56,Bullish,71.15,0.0,42.68,D Weak,3.1,-4.08,0.0,Band Changed: D Weak → C Neutral
01.09.2026 at 10:07 AM IST,DIAMINESQ,Basic Materials,Chemicals,241.6,46.45,15,5.73,E Avoid,22,11.0,18,0.1,16.15,42.31,Bearish,46.52,15.0,2.63,E Avoid,3.1,-0.07,0.0,No Major Change
01.09.2026 at 10:07 AM IST,JUSTDIAL,Communication Services,Internet Content & Information,715.45,60.66,0,47.84,C Neutral,55,43.0,58,0.56,48.9,18.57,Bullish,59.41,0.0,44.77,D Weak,3.07,1.25,0.0,"Fresh Momentum, Band Changed: D Weak → C Neutral"
01.09.2026 at 10:07 AM IST,KABRAEXTRU,Industrials,Specialty Industrial Machinery,584.05,67.95,0,35.53,D Weak,60,0.0,65,0.07,224.47,6.57,Bullish,72.66,0.0,32.5,E Avoid,3.03,-4.71,0.0,Band Changed: E Avoid → D Weak
01.09.2026 at 10:07 AM IST,CONCORDBIO,Healthcare,Biotechnology,1464.9,52.0,0,48.52,C Neutral,55,45.0,48,0.26,49.31,14.82,Bullish,49.34,0.0,45.5,C Neutral,3.02,2.66,0.0,No Major Change
01.09.2026 at 10:07 AM IST,KELLTONTEC,Technology,Software - Application,14.12,49.77,15,3.01,E Avoid,25,22.0,0,0.11,8.62,49.8,Bearish,49.09,20.0,0.0,E Avoid,3.01,0.68,-5.0,Risk Reduced
01.09.2026 at 10:07 AM IST,RELIANCE,Energy,Oil & Gas Refining & Marketing,1296.5,47.55,15,10.56,E Avoid,25,25.0,18,0.43,3.74,19.19,Bearish,39.95,15.0,7.63,E Avoid,2.93,7.6,0.0,No Major Change
01.09.2026 at 10:07 AM IST,STCINDIA,Industrials,Conglomerates,116.42,41.61,15,2.93,E Avoid,18,19.0,10,0.11,19.97,22.75,Bearish,41.22,15.0,0.0,E Avoid,2.93,0.39,0.0,No Major Change
01.09.2026 at 10:07 AM IST,ARSSBL,Financial Services,Financial Conglomerates,512.8,47.87,15,7.2,E Avoid,22,22.0,18,0.26,24.37,34.91,Bearish,45.81,15.0,4.35,E Avoid,2.85,2.06,0.0,No Major Change
01.09.2026 at 10:07 AM IST,SHREECEM,Basic Materials,Building Materials,23540.0,34.23,15,5.88,E Avoid,21,25.0,0,0.16,4.66,23.03,Bearish,29.21,15.0,3.03,E Avoid,2.85,5.02,0.0,No Major Change
01.09.2026 at 10:07 AM IST,RCF,Basic Materials,Agricultural Inputs,114.65,30.44,15,2.88,E Avoid,16,27.0,0,0.26,8.16,29.13,Bearish,29.04,20.0,0.03,E Avoid,2.85,1.4,-5.0,Risk Reduced
01.09.2026 at 10:07 AM IST,CINEVISTA,Communication Services,Entertainment,14.79,51.45,15,10.69,E Avoid,30,39.0,0,0.07,21.63,35.13,Bearish,43.68,15.0,7.87,E Avoid,2.82,7.77,0.0,RSI Recovery
01.09.2026 at 10:07 AM IST,RAJPALAYAM,Unknown,Unknown,819.75,49.57,0,12.11,E Avoid,17,10.0,8,0.2,160.85,6.26,Bearish,44.98,0.0,9.32,E Avoid,2.79,4.59,0.0,No Major Change
01.09.2026 at 10:07 AM IST,INOXGREEN,Utilities,Utilities - Renewable,163.89,32.42,15,2.79,E Avoid,13,26.0,10,0.08,23.62,41.26,Bearish,33.75,15.0,0.0,E Avoid,2.79,-1.33,0.0,No Major Change
01.09.2026 at 10:07 AM IST,SBGLP,Real Estate,Real Estate - Development,24.87,50.42,15,11.92,E Avoid,25,41.0,0,0.04,35.53,39.19,Bearish,43.23,15.0,9.19,E Avoid,2.73,7.19,0.0,RSI Recovery
01.09.2026 at 10:07 AM IST,ATLANTAA,Industrials,Infrastructure Operations,40.76,58.45,15,7.63,E Avoid,40,6.0,18,0.36,37.66,44.46,Bullish,49.81,15.0,5.1,E Avoid,2.53,8.64,0.0,No Major Change
01.09.2026 at 10:07 AM IST,ADANIENT,Energy,Thermal Coal,2915.2,40.67,0,26.11,E Avoid,28,24.0,20,0.84,66.37,10.16,Bearish,35.22,5.0,23.68,E Avoid,2.43,5.45,-5.0,Risk Reduced
01.09.2026 at 10:07 AM IST,MUNJALAU,Consumer Cyclical,Auto Parts,117.24,62.46,0,49.51,C Neutral,65,29.0,65,0.12,76.0,9.44,Bullish,60.76,0.0,47.15,C Neutral,2.36,1.7,0.0,No Major Change
01.09.2026 at 10:07 AM IST,JINDWORLD,Consumer Cyclical,Textile Manufacturing,40.3,66.94,0,41.21,D Weak,75,20.0,40,1.77,125.77,4.95,Bullish,60.94,0.0,38.85,D Weak,2.36,6.0,0.0,No Major Change
01.09.2026 at 10:07 AM IST,SANDHAR,Consumer Cyclical,Auto Parts,658.2,54.05,0,39.51,D Weak,55,34.0,28,0.09,55.24,13.76,Bullish,52.57,0.0,37.15,D Weak,2.36,1.48,0.0,No Major Change
01.09.2026 at 10:07 AM IST,CARYSIL,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1116.0,40.07,0,32.86,E Avoid,28,37.0,20,0.07,52.44,12.87,Bearish,42.69,0.0,30.5,E Avoid,2.36,-2.62,0.0,No Major Change
01.09.2026 at 10:07 AM IST,EIHOTEL,Consumer Cyclical,Lodging,284.35,29.84,15,11.81,E Avoid,14,44.0,0,0.21,5.34,34.31,Bearish,27.14,20.0,9.45,E Avoid,2.36,2.7,-5.0,Risk Reduced
01.09.2026 at 10:07 AM IST,NDRAUTO,Consumer Cyclical,Auto Parts,741.45,38.32,15,9.71,E Avoid,18,31.0,10,0.09,23.14,37.21,Bearish,32.44,15.0,7.35,E Avoid,2.36,5.88,0.0,No Major Change
01.09.2026 at 10:07 AM IST,TNPETRO,Basic Materials,Specialty Chemicals,127.86,77.17,0,55.98,B Watchlist,67,46.0,65,3.4,62.53,4.22,Bullish,71.21,0.0,53.63,C Neutral,2.35,5.96,0.0,Band Changed: C Neutral → B Watchlist
01.09.2026 at 10:07 AM IST,WSTCSTPAPR,Basic Materials,Paper & Paper Products,616.1,59.6,0,48.83,C Neutral,65,37.0,58,0.07,65.12,5.94,Bullish,58.11,0.0,46.48,C Neutral,2.35,1.49,0.0,No Major Change
01.09.2026 at 10:07 AM IST,IFGLEXPOR,Basic Materials,Building Materials,210.36,47.19,0,39.53,D Weak,42,32.0,48,0.15,77.72,37.07,Bullish,47.27,0.0,37.18,D Weak,2.35,-0.08,0.0,No Major Change
01.09.2026 at 10:07 AM IST,SHK,Basic Materials,Specialty Chemicals,151.52,43.59,0,34.93,E Avoid,43,31.0,30,0.15,35.31,44.69,Bullish,43.24,0.0,32.58,E Avoid,2.35,0.35,0.0,No Major Change
01.09.2026 at 10:07 AM IST,NSLNISP,Basic Materials,Steel,45.96,58.46,0,30.18,E Avoid,50,21.0,18,0.15,39.23,14.49,Bullish,59.29,5.0,27.83,E Avoid,2.35,-0.83,-5.0,Risk Reduced
01.09.2026 at 10:07 AM IST,INDOSTAR,Financial Services,Credit Services,254.28,51.08,0,22.75,E Avoid,35,0.0,38,0.25,42.03,12.92,Bearish,47.67,0.0,20.4,E Avoid,2.35,3.41,0.0,No Major Change
01.09.2026 at 10:07 AM IST,ELECTHERM,Basic Materials,Steel,1004.05,43.99,0,17.68,E Avoid,23,0.0,30,0.1,82.22,21.37,Bearish,41.68,0.0,15.33,E Avoid,2.35,2.31,0.0,No Major Change
01.09.2026 at 10:07 AM IST,SANDUMA,Basic Materials,Steel,201.7,46.74,15,11.03,E Avoid,12,40.0,10,0.1,40.94,25.94,Bearish,47.72,15.0,8.68,E Avoid,2.35,-0.98,0.0,No Major Change
01.09.2026 at 10:07 AM IST,JAINREC,Basic Materials,Other Industrial Metals & Mining,285.1,37.51,15,5.03,E Avoid,26,26.0,0,1.08,3.32,52.0,Bearish,30.67,15.0,2.68,E Avoid,2.35,6.84,0.0,No Major Change
01.09.2026 at 10:07 AM IST,SCODATUBES,Basic Materials,Steel,127.73,36.15,15,4.33,E Avoid,13,20.0,20,0.06,16.12,31.95,Bearish,35.89,15.0,1.98,E Avoid,2.35,0.26,0.0,No Major Change
01.09.2026 at 10:07 AM IST,MATRIMONY,Communication Services,Internet Content & Information,524.0,62.39,0,49.99,C Neutral,65,37.0,65,0.02,45.62,7.48,Bullish,60.52,0.0,47.67,C Neutral,2.32,1.87,0.0,No Major Change
01.09.2026 at 10:07 AM IST,KSHINTL,Industrials,Electrical Equipment & Parts,955.4,52.44,0,42.93,D Weak,45,32.0,48,0.07,189.16,9.86,Bullish,50.46,0.0,40.65,D Weak,2.28,1.98,0.0,No Major Change
01.09.2026 at 10:07 AM IST,DEEDEV,Industrials,Metal Fabrication,611.55,43.19,0,29.93,E Avoid,28,37.0,20,0.5,234.18,19.53,Bearish,37.18,5.0,27.65,E Avoid,2.28,6.01,-5.0,Risk Reduced
01.09.2026 at 10:07 AM IST,MAHLOG,Industrials,Integrated Freight & Logistics,388.8,38.93,0,29.73,E Avoid,23,30.0,20,0.06,42.27,13.04,Bearish,40.79,0.0,27.45,E Avoid,2.28,-1.86,0.0,Fresh Weakness
01.09.2026 at 10:07 AM IST,EMSLIMITED,Industrials,Engineering & Construction,375.3,43.27,0,23.18,E Avoid,23,6.0,40,0.08,46.57,36.64,Bearish,43.14,0.0,20.9,E Avoid,2.28,0.13,0.0,No Major Change
01.09.2026 at 10:07 AM IST,GARUDA,Industrials,Engineering & Construction,171.87,38.39,15,18.68,E Avoid,8,52.0,20,0.04,32.21,31.06,Bearish,38.38,15.0,16.4,E Avoid,2.28,0.01,0.0,No Major Change
01.09.2026 at 10:07 AM IST,JITFINFRA,Industrials,Engineering & Construction,311.0,41.43,0,15.33,E Avoid,23,3.0,10,0.09,39.87,34.94,Bearish,41.81,0.0,13.05,E Avoid,2.28,-0.38,0.0,No Major Change
01.09.2026 at 10:07 AM IST,DCMSHRIRAM,Industrials,Conglomerates,1017.1,43.91,15,7.88,E Avoid,21,28.0,10,0.06,8.03,27.37,Bearish,43.86,15.0,5.6,E Avoid,2.28,0.05,0.0,No Major Change
01.09.2026 at 10:07 AM IST,OMINFRAL,Industrials,Engineering & Construction,82.5,38.29,15,7.28,E Avoid,13,27.0,10,0.08,15.38,42.71,Bearish,37.72,15.0,5.0,E Avoid,2.28,0.57,0.0,No Major Change
01.09.2026 at 10:07 AM IST,IONEXCHANG,Industrials,Pollution & Treatment Controls,362.65,35.64,15,3.83,E Avoid,13,10.0,20,0.09,16.37,25.13,Bearish,35.87,15.0,1.55,E Avoid,2.28,-0.23,0.0,No Major Change
01.09.2026 at 10:07 AM IST,HBLENGINE,Industrials,Electrical Equipment & Parts,655.7,35.44,15,3.13,E Avoid,16,18.0,10,0.16,6.97,41.41,Bearish,34.61,15.0,0.85,E Avoid,2.28,0.83,0.0,No Major Change
01.09.2026 at 10:07 AM IST,PAR,Healthcare,Drug Manufacturers - Specialty & Generic,133.26,82.08,0,53.32,C Neutral,67,39.0,65,11.58,70.74,4.74,Bullish,73.46,0.0,51.05,C Neutral,2.27,8.62,0.0,No Major Change
01.09.2026 at 10:07 AM IST,MEDANTA,Healthcare,Medical Care Facilities,1498.8,63.05,0,48.97,C Neutral,65,30.0,58,0.12,56.83,2.93,Bullish,60.67,0.0,46.7,C Neutral,2.27,2.38,0.0,No Major Change
01.09.2026 at 10:07 AM IST,KREBSBIO,Healthcare,Drug Manufacturers - Specialty & Generic,56.25,52.23,15,3.12,E Avoid,35,2.0,8,0.28,46.75,31.81,Bullish,53.92,15.0,0.85,E Avoid,2.27,-1.69,0.0,No Major Change
01.09.2026 at 10:07 AM IST,ADANIPOWER,Utilities,Utilities - Independent Power Producers,202.37,42.75,0,29.99,E Avoid,28,43.0,20,0.71,68.64,20.39,Bearish,36.69,5.0,27.75,E Avoid,2.24,6.06,-5.0,Risk Reduced
01.09.2026 at 10:07 AM IST,KAYNES,Technology,Electronic Components,3623.7,45.02,15,10.76,E Avoid,32,32.0,10,0.29,20.99,52.97,Bullish,47.62,20.0,8.56,E Avoid,2.2,-2.6,-5.0,Risk Reduced
01.09.2026 at 10:07 AM IST,RELIABLE,Technology,Information Technology Services,138.03,42.85,15,9.71,E Avoid,8,39.0,20,0.03,31.78,21.13,Bearish,42.32,15.0,7.51,E Avoid,2.2,0.53,0.0,No Major Change
01.09.2026 at 10:07 AM IST,GMDCLTD,Energy,Thermal Coal,569.95,47.21,15,15.21,E Avoid,17,43.0,18,0.25,44.59,26.16,Bearish,43.47,15.0,13.03,E Avoid,2.18,3.74,0.0,No Major Change
01.09.2026 at 10:07 AM IST,SURAJLTD,Basic Materials,Steel,201.25,37.97,15,2.18,E Avoid,16,21.0,0,0.01,4.82,41.9,Bearish,38.85,20.0,0.0,E Avoid,2.18,-0.88,-5.0,Risk Reduced
01.09.2026 at 10:07 AM IST,KARMAENG,Utilities,Utilities - Renewable,38.84,48.66,15,2.14,E Avoid,32,12.0,8,1.48,12.97,47.3,Bearish,43.89,15.0,0.0,E Avoid,2.14,4.77,0.0,No Major Change
01.09.2026 at 10:07 AM IST,TBZ,Consumer Cyclical,Luxury Goods,366.8,76.97,0,50.01,C Neutral,67,32.0,65,5.46,231.95,0.0,Bullish,65.52,0.0,47.9,C Neutral,2.11,11.45,0.0,RSI Overbought
01.09.2026 at 10:07 AM IST,SENCO,Consumer Cyclical,Luxury Goods,352.4,45.64,0,25.46,E Avoid,32,19.0,20,0.3,28.05,17.81,Bearish,43.9,0.0,23.35,E Avoid,2.11,1.74,0.0,No Major Change
01.09.2026 at 10:07 AM IST,RAIN,Basic Materials,Specialty Chemicals,204.81,47.9,0,36.03,D Weak,32,42.0,30,0.36,105.98,18.34,Bearish,41.1,0.0,33.93,E Avoid,2.1,6.8,0.0,Band Changed: E Avoid → D Weak
01.09.2026 at 10:07 AM IST,SAHLIBHFI,Financial Services,Credit Services,77.85,55.74,0,29.8,E Avoid,45,33.0,10,0.01,16.89,10.4,Bullish,55.25,0.0,27.7,E Avoid,2.1,0.49,0.0,No Major Change
01.09.2026 at 10:07 AM IST,KOTHARIPET,Basic Materials,Specialty Chemicals,133.53,45.95,0,29.33,E Avoid,32,31.0,20,0.15,41.94,22.71,Bearish,41.71,0.0,27.23,E Avoid,2.1,4.24,0.0,No Major Change
01.09.2026 at 10:07 AM IST,ARIHANTCAP,Financial Services,Capital Markets,77.48,53.39,15,20.05,E Avoid,35,44.0,20,0.08,36.0,35.43,Bullish,55.06,15.0,17.95,E Avoid,2.1,-1.67,0.0,No Major Change
01.09.2026 at 10:07 AM IST,SARDAEN,Basic Materials,Steel,500.55,45.16,15,8.58,E Avoid,22,33.0,0,0.02,10.9,21.46,Bearish,43.98,15.0,6.48,E Avoid,2.1,1.18,0.0,No Major Change
01.09.2026 at 10:07 AM IST,NDLVENTURE,Communication Services,Entertainment,123.48,48.66,0,13.99,E Avoid,32,0.0,10,0.04,54.35,11.8,Bearish,44.16,0.0,11.92,E Avoid,2.07,4.5,0.0,No Major Change
01.09.2026 at 10:07 AM IST,TITAGARH,Industrials,Railroads,827.65,46.58,0,30.88,E Avoid,32,39.0,10,0.16,45.53,14.76,Bearish,42.95,0.0,28.85,E Avoid,2.03,3.63,0.0,No Major Change
01.09.2026 at 10:07 AM IST,RAINBOW,Healthcare,Medical Care Facilities,1459.2,47.15,0,33.67,E Avoid,32,33.0,20,0.45,34.93,9.37,Bearish,37.18,0.0,31.65,E Avoid,2.02,9.97,0.0,No Major Change
01.09.2026 at 10:07 AM IST,SPCENET,Financial Services,Capital Markets,3.14,32.67,20,2.0,E Avoid,21,31.0,0,0.29,4.96,71.99,Bearish,30.19,25.0,0.0,E Avoid,2.0,2.48,-5.0,Risk Reduced
01.09.2026 at 10:07 AM IST,RAMCOSYS,Technology,Software - Application,586.45,45.47,0,30.41,E Avoid,32,11.0,58,0.17,71.43,39.39,Bearish,43.02,0.0,28.46,E Avoid,1.95,2.45,0.0,No Major Change
01.09.2026 at 10:07 AM IST,TREJHARA,Technology,Software - Application,147.98,45.28,15,14.71,E Avoid,37,34.0,18,0.02,15.25,48.05,Bullish,43.0,15.0,12.76,E Avoid,1.95,2.28,0.0,No Major Change
01.09.2026 at 10:07 AM IST,INTELLECT,Technology,Software - Application,694.55,45.11,15,10.71,E Avoid,22,39.0,10,0.3,17.82,43.66,Bearish,37.15,15.0,8.76,E Avoid,1.95,7.96,0.0,No Major Change
01.09.2026 at 10:07 AM IST,VIKRAMSOLR,Technology,Solar,169.49,45.05,15,6.56,E Avoid,25,25.0,10,0.05,9.08,58.45,Bearish,44.13,15.0,4.61,E Avoid,1.95,0.92,0.0,No Major Change
01.09.2026 at 10:07 AM IST,PANAMAPET,Energy,Oil & Gas Refining & Marketing,488.7,55.15,0,47.61,C Neutral,55,38.0,58,0.13,114.74,17.99,Bullish,49.47,0.0,45.68,C Neutral,1.93,5.68,0.0,No Major Change
01.09.2026 at 10:07 AM IST,COMSYN,Consumer Cyclical,Packaging & Containers,290.1,68.62,0,50.36,C Neutral,60,32.0,65,0.61,112.62,3.62,Bullish,75.17,0.0,48.5,C Neutral,1.86,-6.55,0.0,No Major Change
01.09.2026 at 10:07 AM IST,EICHERMOT,Consumer Cyclical,Auto Manufacturers,8008.5,55.92,0,50.11,C Neutral,65,47.0,38,0.16,32.99,1.92,Bullish,52.48,0.0,48.25,C Neutral,1.86,3.44,0.0,No Major Change
01.09.2026 at 10:07 AM IST,MAYURUNIQ,Consumer Cyclical,Textile Manufacturing,773.9,52.91,0,47.76,C Neutral,40,51.0,48,0.14,65.52,14.01,Bearish,46.08,0.0,45.9,C Neutral,1.86,6.83,0.0,No Major Change
01.09.2026 at 10:07 AM IST,KAMATHOTEL,Consumer Cyclical,Lodging,222.73,67.98,0,45.71,C Neutral,50,37.0,55,0.03,58.87,32.47,Bullish,70.5,0.0,43.85,D Weak,1.86,-2.52,0.0,Band Changed: D Weak → C Neutral
01.09.2026 at 10:07 AM IST,UNITEDPOLY,Consumer Cyclical,Textile Manufacturing,37.25,64.76,0,41.16,D Weak,50,26.0,55,0.04,80.83,27.19,Bullish,71.96,0.0,39.3,D Weak,1.86,-7.2,0.0,No Major Change
01.09.2026 at 10:07 AM IST,TVSMOTOR,Consumer Cyclical,Auto Manufacturers,4375.9,58.7,0,40.36,D Weak,65,15.0,48,0.17,35.56,2.42,Bullish,56.53,0.0,38.5,D Weak,1.86,2.17,0.0,No Major Change
01.09.2026 at 10:07 AM IST,AIROLAM,Consumer Cyclical,"Furnishings, Fixtures & Appliances",89.0,50.97,15,9.46,E Avoid,30,23.0,18,0.4,14.1,27.82,Bearish,47.3,15.0,7.6,E Avoid,1.86,3.67,0.0,No Major Change
01.09.2026 at 10:07 AM IST,PODDARMENT,Basic Materials,Specialty Chemicals,255.0,51.58,0,33.53,E Avoid,55,28.0,18,0.01,26.8,13.79,Bullish,51.16,0.0,31.68,E Avoid,1.85,0.42,0.0,No Major Change
01.09.2026 at 10:07 AM IST,STARTECK,Financial Services,Credit Services,256.0,46.46,15,11.1,E Avoid,22,42.0,0,0.0,19.01,26.85,Bearish,43.25,15.0,9.25,E Avoid,1.85,3.21,0.0,No Major Change
01.09.2026 at 10:07 AM IST,HTMEDIA,Communication Services,Publishing,26.55,51.17,0,28.99,E Avoid,50,15.0,38,0.03,51.54,15.18,Bullish,49.97,0.0,27.17,E Avoid,1.82,1.2,0.0,No Major Change
01.09.2026 at 10:07 AM IST,AEPL,Unknown,Unknown,15.25,50.51,0,10.61,E Avoid,25,0.0,8,0.01,15.09,24.69,Bearish,48.45,0.0,8.82,E Avoid,1.79,2.06,0.0,No Major Change
01.09.2026 at 10:07 AM IST,HNDFDS,Industrials,Conglomerates,651.3,69.34,0,50.43,C Neutral,65,27.0,65,0.17,47.35,3.9,Bullish,71.02,0.0,48.65,C Neutral,1.78,-1.68,0.0,No Major Change
01.09.2026 at 10:07 AM IST,MARSONS,Industrials,Electrical Equipment & Parts,128.68,68.11,0,23.43,E Avoid,35,16.0,15,0.23,28.36,26.64,Bullish,71.25,0.0,21.65,E Avoid,1.78,-3.14,0.0,No Major Change
01.09.2026 at 10:07 AM IST,ASIANTILES,Industrials,Building Products & Equipment,49.96,50.46,15,5.18,E Avoid,30,16.0,0,0.07,17.55,36.81,Bearish,49.17,15.0,3.4,E Avoid,1.78,1.29,0.0,No Major Change
01.09.2026 at 10:07 AM IST,GLAXO,Healthcare,Drug Manufacturers - General,2990.0,64.87,0,53.97,C Neutral,60,46.0,55,0.06,43.19,4.19,Bullish,70.89,0.0,52.2,C Neutral,1.77,-6.02,0.0,No Major Change
01.09.2026 at 10:07 AM IST,SILLYMONKS,Communication Services,Entertainment,16.15,51.64,15,1.74,E Avoid,45,0.0,8,0.01,10.54,43.23,Bullish,50.21,15.0,0.0,E Avoid,1.74,1.43,0.0,No Major Change
01.09.2026 at 10:07 AM IST,PAYTM,Technology,Software - Infrastructure,1666.7,62.82,0,46.86,C Neutral,60,33.0,65,0.15,79.1,3.79,Bullish,70.24,0.0,45.16,C Neutral,1.7,-7.42,0.0,No Major Change
01.09.2026 at 10:07 AM IST,RPTECH,Technology,Electronics & Computer Distribution,823.75,50.21,0,38.46,D Weak,50,34.0,40,0.07,198.55,14.68,Bullish,49.02,0.0,36.76,D Weak,1.7,1.19,0.0,No Major Change
01.09.2026 at 10:07 AM IST,ELECON,Industrials,Specialty Industrial Machinery,410.3,34.81,15,1.68,E Avoid,13,16.0,10,0.23,16.89,35.13,Bearish,35.17,15.0,0.0,E Avoid,1.68,-0.36,0.0,No Major Change
01.09.2026 at 10:07 AM IST,BEARDSELL,Industrials,Building Products & Equipment,26.17,47.04,15,1.63,E Avoid,17,13.0,10,0.08,30.72,32.2,Bearish,42.52,15.0,0.0,E Avoid,1.63,4.52,0.0,No Major Change
01.09.2026 at 10:07 AM IST,LUMAXTECH,Consumer Cyclical,Auto Parts,2118.9,72.3,0,48.36,C Neutral,52,32.0,65,0.22,107.47,0.56,Bullish,69.92,0.0,46.75,C Neutral,1.61,2.38,0.0,RSI Overbought
