performance_scan_time,signal_date,days_passed,horizon_bucket,symbol,sector,industry,sector_bucket,signal_type,signal_direction,signal_strength,entry_price,latest_price,return_pct,is_success,result_status,entry_final_score,latest_final_score,entry_technical_score,latest_technical_score,entry_fundamental_score,latest_fundamental_score,entry_active_fundamental_score,latest_active_fundamental_score,entry_relative_strength_score,latest_relative_strength_score,entry_risk_penalty,latest_risk_penalty,entry_rsi,latest_rsi,entry_score_band,latest_score_band,entry_range_status,latest_range_status,entry_range_score,latest_range_score,entry_current_position_pct,latest_current_position_pct
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,GRSE,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Avoid / Risky,Bearish,High,2620.2,2561.9,-2.23,True,Correct Warning,33.26,11.96,28.0,8.0,41.0,41.0,53.0,53.0,10.0,10.0,0.0,15.0,42.56,37.63,E Avoid,E Avoid,Neutral Range,Neutral Range,68.2,60.63,57.46,46.1
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,BLS,Industrials,Specialty Business Services,CAPITAL_GOODS_INFRA,52W Low Opportunity,Bullish,Normal,235.9,234.45,-0.61,False,Neutral,30.46,0.0,21.0,16.0,94.0,0.0,100.0,0.0,0.0,0.0,15.0,15.0,34.04,34.13,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,83.77,76.92,0.0,0.0
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,BLS,Industrials,Specialty Business Services,CAPITAL_GOODS_INFRA,Strong Fundamentals,Bullish,Normal,235.9,234.45,-0.61,False,Neutral,30.46,0.0,21.0,16.0,94.0,0.0,100.0,0.0,0.0,0.0,15.0,15.0,34.04,34.13,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,83.77,76.92,0.0,0.0
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,BLS,Industrials,Specialty Business Services,CAPITAL_GOODS_INFRA,Range Accumulation Zone,Bullish,Normal,235.9,234.45,-0.61,False,Neutral,30.46,0.0,21.0,16.0,94.0,0.0,100.0,0.0,0.0,0.0,15.0,15.0,34.04,34.13,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,83.77,76.92,0.0,0.0
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,BLS,Industrials,Specialty Business Services,CAPITAL_GOODS_INFRA,Avoid / Risky,Bearish,High,235.9,234.45,-0.61,True,Neutral,30.46,0.0,21.0,16.0,94.0,0.0,100.0,0.0,0.0,0.0,15.0,15.0,34.04,34.13,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,83.77,76.92,0.0,0.0
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,INFY,Technology,Information Technology Services,IT_TECH,52W Low Opportunity,Bullish,Normal,1076.3,1088.0,1.09,True,Neutral,28.93,32.35,20.0,25.0,82.0,82.0,96.0,96.0,0.0,8.0,15.0,15.0,49.06,51.16,E Avoid,E Avoid,Wide / Volatile Range,Accumulation Zone,50.0,78.1,2.71,6.98
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,INFY,Technology,Information Technology Services,IT_TECH,Strong Fundamentals,Bullish,Normal,1076.3,1088.0,1.09,True,Neutral,28.93,32.35,20.0,25.0,82.0,82.0,96.0,96.0,0.0,8.0,15.0,15.0,49.06,51.16,E Avoid,E Avoid,Wide / Volatile Range,Accumulation Zone,50.0,78.1,2.71,6.98
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,INFY,Technology,Information Technology Services,IT_TECH,Avoid / Risky,Bearish,High,1076.3,1088.0,1.09,False,Neutral,28.93,32.35,20.0,25.0,82.0,82.0,96.0,96.0,0.0,8.0,15.0,15.0,49.06,51.16,E Avoid,E Avoid,Wide / Volatile Range,Accumulation Zone,50.0,78.1,2.71,6.98
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,AXISBANK,Financial Services,Banks - Regional,BANK,Avoid / Risky,Bearish,High,1312.3,1251.6,-4.63,True,Correct Warning,28.85,0.0,48.0,28.0,21.0,17.0,26.0,22.0,10.0,0.0,0.0,20.0,44.63,33.58,E Avoid,E Avoid,Neutral Range,Accumulation Zone,66.84,73.31,57.37,12.97
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,ITC,Consumer Defensive,Tobacco,FMCG_CONSUMER,52W Low Opportunity,Bullish,Normal,276.65,282.85,2.24,True,Working,23.38,24.95,21.0,25.0,70.0,70.0,82.0,82.0,0.0,0.0,15.0,15.0,32.7,46.27,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,83.69,91.27,0.0,3.11
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,ITC,Consumer Defensive,Tobacco,FMCG_CONSUMER,Strong Fundamentals,Bullish,Normal,276.65,282.85,2.24,True,Working,23.38,24.95,21.0,25.0,70.0,70.0,82.0,82.0,0.0,0.0,15.0,15.0,32.7,46.27,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,83.69,91.27,0.0,3.11
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,ITC,Consumer Defensive,Tobacco,FMCG_CONSUMER,Range Accumulation Zone,Bullish,Normal,276.65,282.85,2.24,True,Working,23.38,24.95,21.0,25.0,70.0,70.0,82.0,82.0,0.0,0.0,15.0,15.0,32.7,46.27,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,83.69,91.27,0.0,3.11
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,ITC,Consumer Defensive,Tobacco,FMCG_CONSUMER,Avoid / Risky,Bearish,High,276.65,282.85,2.24,False,False Warning,23.38,24.95,21.0,25.0,70.0,70.0,82.0,82.0,0.0,0.0,15.0,15.0,32.7,46.27,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,83.69,91.27,0.0,3.11
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,SBIN,Unknown,Unknown,,Range Accumulation Zone,Bullish,Normal,1030.1,1046.0,1.54,True,Neutral,23.14,33.41,65.0,55.0,0.0,26.0,0.0,32.0,18.0,18.0,0.0,0.0,51.98,57.56,E Avoid,E Avoid,Accumulation Zone,Lower Range Watch,75.84,73.79,27.47,34.54
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,SBIN,Unknown,Unknown,,Avoid / Risky,Bearish,High,1030.1,1046.0,1.54,False,Neutral,23.14,33.41,65.0,55.0,0.0,26.0,0.0,32.0,18.0,18.0,0.0,0.0,51.98,57.56,E Avoid,E Avoid,Accumulation Zone,Lower Range Watch,75.84,73.79,27.47,34.54
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,BEL,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,52W Low Opportunity,Bullish,Normal,410.95,407.05,-0.95,False,Neutral,19.51,15.96,22.0,13.0,62.0,62.0,68.0,68.0,0.0,0.0,15.0,15.0,46.85,44.18,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,88.54,88.35,7.89,0.0
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,BEL,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Strong Fundamentals,Bullish,Normal,410.95,407.05,-0.95,False,Neutral,19.51,15.96,22.0,13.0,62.0,62.0,68.0,68.0,0.0,0.0,15.0,15.0,46.85,44.18,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,88.54,88.35,7.89,0.0
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,BEL,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Range Accumulation Zone,Bullish,Normal,410.95,407.05,-0.95,False,Neutral,19.51,15.96,22.0,13.0,62.0,62.0,68.0,68.0,0.0,0.0,15.0,15.0,46.85,44.18,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,88.54,88.35,7.89,0.0
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,BEL,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Avoid / Risky,Bearish,High,410.95,407.05,-0.95,True,Neutral,19.51,15.96,22.0,13.0,62.0,62.0,68.0,68.0,0.0,0.0,15.0,15.0,46.85,44.18,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,88.54,88.35,7.89,0.0
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,HDFCBANK,Financial Services,Banks - Regional,BANK,52W Low Opportunity,Bullish,Normal,815.45,779.5,-4.41,False,Failing,17.55,11.31,45.0,36.0,28.0,26.0,33.0,31.0,18.0,10.0,15.0,15.0,59.9,43.58,E Avoid,E Avoid,Lower Range Watch,Accumulation Zone,71.07,76.11,37.09,16.6
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,HDFCBANK,Financial Services,Banks - Regional,BANK,Range Accumulation Zone,Bullish,Normal,815.45,779.5,-4.41,False,Failing,17.55,11.31,45.0,36.0,28.0,26.0,33.0,31.0,18.0,10.0,15.0,15.0,59.9,43.58,E Avoid,E Avoid,Lower Range Watch,Accumulation Zone,71.07,76.11,37.09,16.6
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,HDFCBANK,Financial Services,Banks - Regional,BANK,Avoid / Risky,Bearish,High,815.45,779.5,-4.41,True,Correct Warning,17.55,11.31,45.0,36.0,28.0,26.0,33.0,31.0,18.0,10.0,15.0,15.0,59.9,43.58,E Avoid,E Avoid,Lower Range Watch,Accumulation Zone,71.07,76.11,37.09,16.6
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,RAILTEL,Communication Services,Telecom Services,TELECOM,Strong Fundamentals,Bullish,Normal,302.2,294.3,-2.61,False,Failing,17.25,16.58,13.0,13.0,63.0,63.0,70.0,70.0,0.0,0.0,15.0,15.0,42.13,36.36,E Avoid,E Avoid,Neutral Range,Lower Range Watch,68.06,72.77,46.82,34.5
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,RAILTEL,Communication Services,Telecom Services,TELECOM,Avoid / Risky,Bearish,High,302.2,294.3,-2.61,True,Correct Warning,17.25,16.58,13.0,13.0,63.0,63.0,70.0,70.0,0.0,0.0,15.0,15.0,42.13,36.36,E Avoid,E Avoid,Neutral Range,Lower Range Watch,68.06,72.77,46.82,34.5
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,TCS,Technology,Information Technology Services,IT_TECH,52W Low Opportunity,Bullish,Normal,2189.2,2256.8,3.09,True,Working,16.63,36.1,45.0,40.0,38.0,82.0,43.0,96.0,0.0,8.0,15.0,15.0,56.82,62.0,E Avoid,D Weak,Wide / Volatile Range,Accumulation Zone,50.0,75.8,10.71,23.89
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,TCS,Technology,Information Technology Services,IT_TECH,Avoid / Risky,Bearish,High,2189.2,2256.8,3.09,False,False Warning,16.63,36.1,45.0,40.0,38.0,82.0,43.0,96.0,0.0,8.0,15.0,15.0,56.82,62.0,E Avoid,D Weak,Wide / Volatile Range,Accumulation Zone,50.0,75.8,10.71,23.89
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,MAZDOCK,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Range Accumulation Zone,Bullish,Normal,2369.4,2336.0,-1.41,False,Neutral,13.61,11.06,18.0,13.0,42.0,42.0,54.0,54.0,0.0,0.0,15.0,15.0,39.68,36.7,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,81.78,80.9,25.39,15.99
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,MAZDOCK,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Avoid / Risky,Bearish,High,2369.4,2336.0,-1.41,True,Neutral,13.61,11.06,18.0,13.0,42.0,42.0,54.0,54.0,0.0,0.0,15.0,15.0,39.68,36.7,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,81.78,80.9,25.39,15.99
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,RELIANCE,Energy,Oil & Gas Refining & Marketing,ENERGY_UTILITIES,52W Low Opportunity,Bullish,Normal,1295.5,1328.5,2.55,True,Working,12.84,10.63,25.0,48.0,38.0,19.0,45.0,22.0,0.0,8.0,15.0,15.0,46.43,56.7,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,87.16,79.99,0.0,22.56
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,RELIANCE,Energy,Oil & Gas Refining & Marketing,ENERGY_UTILITIES,Range Accumulation Zone,Bullish,Normal,1295.5,1328.5,2.55,True,Working,12.84,10.63,25.0,48.0,38.0,19.0,45.0,22.0,0.0,8.0,15.0,15.0,46.43,56.7,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,87.16,79.99,0.0,22.56
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,RELIANCE,Energy,Oil & Gas Refining & Marketing,ENERGY_UTILITIES,Avoid / Risky,Bearish,High,1295.5,1328.5,2.55,False,False Warning,12.84,10.63,25.0,48.0,38.0,19.0,45.0,22.0,0.0,8.0,15.0,15.0,46.43,56.7,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,87.16,79.99,0.0,22.56
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,KAYNES,Technology,Electronic Components,IT_TECH,52W Low Opportunity,Bullish,Normal,3337.2,3367.8,0.92,True,Neutral,11.98,10.9,45.0,40.0,24.0,24.0,24.0,24.0,8.0,8.0,15.0,15.0,52.78,53.4,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,71.92,67.37,19.55,22.46
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,KAYNES,Technology,Electronic Components,IT_TECH,Range Accumulation Zone,Bullish,Normal,3337.2,3367.8,0.92,True,Neutral,11.98,10.9,45.0,40.0,24.0,24.0,24.0,24.0,8.0,8.0,15.0,15.0,52.78,53.4,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,71.92,67.37,19.55,22.46
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,KAYNES,Technology,Electronic Components,IT_TECH,Avoid / Risky,Bearish,High,3337.2,3367.8,0.92,False,Neutral,11.98,10.9,45.0,40.0,24.0,24.0,24.0,24.0,8.0,8.0,15.0,15.0,52.78,53.4,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,71.92,67.37,19.55,22.46
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,LT,Industrials,Engineering & Construction,CAPITAL_GOODS_INFRA,Swing Candidate,Bullish,Normal,3783.9,3826.2,1.12,True,Neutral,9.31,0.0,19.0,18.0,35.0,0.0,41.0,0.0,0.0,10.0,15.0,15.0,29.98,35.94,E Avoid,E Avoid,Accumulation Zone,Lower Range Watch,73.63,67.42,24.59,32.23
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,LT,Industrials,Engineering & Construction,CAPITAL_GOODS_INFRA,Range Accumulation Zone,Bullish,Normal,3783.9,3826.2,1.12,True,Neutral,9.31,0.0,19.0,18.0,35.0,0.0,41.0,0.0,0.0,10.0,15.0,15.0,29.98,35.94,E Avoid,E Avoid,Accumulation Zone,Lower Range Watch,73.63,67.42,24.59,32.23
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,LT,Industrials,Engineering & Construction,CAPITAL_GOODS_INFRA,Avoid / Risky,Bearish,High,3783.9,3826.2,1.12,False,Neutral,9.31,0.0,19.0,18.0,35.0,0.0,41.0,0.0,0.0,10.0,15.0,15.0,29.98,35.94,E Avoid,E Avoid,Accumulation Zone,Lower Range Watch,73.63,67.42,24.59,32.23
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,IRFC,Financial Services,Credit Services,FINANCIAL,52W Low Opportunity,Bullish,Normal,88.87,88.28,-0.66,False,Neutral,5.65,3.11,21.0,16.0,25.0,25.0,29.0,29.0,0.0,0.0,15.0,15.0,36.28,34.65,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,77.43,79.55,0.0,0.0
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,IRFC,Financial Services,Credit Services,FINANCIAL,Range Accumulation Zone,Bullish,Normal,88.87,88.28,-0.66,False,Neutral,5.65,3.11,21.0,16.0,25.0,25.0,29.0,29.0,0.0,0.0,15.0,15.0,36.28,34.65,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,77.43,79.55,0.0,0.0
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,IRFC,Financial Services,Credit Services,FINANCIAL,Avoid / Risky,Bearish,High,88.87,88.28,-0.66,True,Neutral,5.65,3.11,21.0,16.0,25.0,25.0,29.0,29.0,0.0,0.0,15.0,15.0,36.28,34.65,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,77.43,79.55,0.0,0.0
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,KOTAKBANK,Financial Services,Banks - Regional,BANK,52W Low Opportunity,Bullish,Normal,378.4,380.35,0.52,True,Neutral,4.75,4.31,16.0,22.0,25.0,16.0,30.0,21.0,0.0,10.0,15.0,15.0,41.95,45.64,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,80.45,79.82,15.74,20.19
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,KOTAKBANK,Financial Services,Banks - Regional,BANK,Range Accumulation Zone,Bullish,Normal,378.4,380.35,0.52,True,Neutral,4.75,4.31,16.0,22.0,25.0,16.0,30.0,21.0,0.0,10.0,15.0,15.0,41.95,45.64,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,80.45,79.82,15.74,20.19
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,KOTAKBANK,Financial Services,Banks - Regional,BANK,Avoid / Risky,Bearish,High,378.4,380.35,0.52,False,Neutral,4.75,4.31,16.0,22.0,25.0,16.0,30.0,21.0,0.0,10.0,15.0,15.0,41.95,45.64,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,80.45,79.82,15.74,20.19
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,COCHINSHIP,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Range Accumulation Zone,Bullish,Normal,1411.2,1400.7,-0.74,False,Neutral,4.16,1.61,18.0,13.0,24.0,24.0,27.0,27.0,0.0,0.0,15.0,15.0,42.41,40.88,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,80.97,78.83,16.71,13.2
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,COCHINSHIP,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Avoid / Risky,Bearish,High,1411.2,1400.7,-0.74,True,Neutral,4.16,1.61,18.0,13.0,24.0,24.0,27.0,27.0,0.0,0.0,15.0,15.0,42.41,40.88,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,80.97,78.83,16.71,13.2
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,BDL,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Range Accumulation Zone,Bullish,Normal,1271.2,1251.2,-1.57,False,Neutral,2.91,1.61,13.0,13.0,25.0,25.0,27.0,27.0,0.0,0.0,15.0,15.0,40.38,37.56,E Avoid,E Avoid,Lower Range Watch,Accumulation Zone,69.4,74.83,33.94,24.24
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,BDL,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Avoid / Risky,Bearish,High,1271.2,1251.2,-1.57,True,Neutral,2.91,1.61,13.0,13.0,25.0,25.0,27.0,27.0,0.0,0.0,15.0,15.0,40.38,37.56,E Avoid,E Avoid,Lower Range Watch,Accumulation Zone,69.4,74.83,33.94,24.24
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,IRCON,Industrials,Engineering & Construction,CAPITAL_GOODS_INFRA,52W Low Opportunity,Bullish,Normal,130.42,129.1,-1.01,False,Neutral,1.36,0.0,18.0,13.0,16.0,16.0,19.0,19.0,0.0,0.0,15.0,15.0,41.61,39.01,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,76.53,76.46,13.55,9.25
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,IRCON,Industrials,Engineering & Construction,CAPITAL_GOODS_INFRA,Range Accumulation Zone,Bullish,Normal,130.42,129.1,-1.01,False,Neutral,1.36,0.0,18.0,13.0,16.0,16.0,19.0,19.0,0.0,0.0,15.0,15.0,41.61,39.01,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,76.53,76.46,13.55,9.25
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,IRCON,Industrials,Engineering & Construction,CAPITAL_GOODS_INFRA,Avoid / Risky,Bearish,High,130.42,129.1,-1.01,True,Neutral,1.36,0.0,18.0,13.0,16.0,16.0,19.0,19.0,0.0,0.0,15.0,15.0,41.61,39.01,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,76.53,76.46,13.55,9.25
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,RVNL,Industrials,Engineering & Construction,CAPITAL_GOODS_INFRA,52W Low Opportunity,Bullish,Normal,226.97,225.27,-0.75,False,Neutral,0.0,0.0,16.0,16.0,4.0,4.0,7.0,7.0,0.0,0.0,15.0,15.0,36.42,34.82,E Avoid,E Avoid,Lower Range Watch,Accumulation Zone,63.65,67.4,0.0,0.0
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,RVNL,Industrials,Engineering & Construction,CAPITAL_GOODS_INFRA,Range Accumulation Zone,Bullish,Normal,226.97,225.27,-0.75,False,Neutral,0.0,0.0,16.0,16.0,4.0,4.0,7.0,7.0,0.0,0.0,15.0,15.0,36.42,34.82,E Avoid,E Avoid,Lower Range Watch,Accumulation Zone,63.65,67.4,0.0,0.0
20.07.2026 at 01:08 PM IST,2026-07-15,5,3D,RVNL,Industrials,Engineering & Construction,CAPITAL_GOODS_INFRA,Avoid / Risky,Bearish,High,226.97,225.27,-0.75,True,Neutral,0.0,0.0,16.0,16.0,4.0,4.0,7.0,7.0,0.0,0.0,15.0,15.0,36.42,34.82,E Avoid,E Avoid,Lower Range Watch,Accumulation Zone,63.65,67.4,0.0,0.0
20.07.2026 at 01:08 PM IST,2026-07-14,6,7D,CYIENTDLM,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Near 52W High Momentum,Bullish,Normal,532.65,593.35,11.4,True,Working,48.82,43.66,65.0,52.0,26.0,24.0,32.0,30.0,65.0,65.0,0.0,0.0,65.69,74.22,C Neutral,D Weak,Wide / Volatile Range,Wide / Volatile Range,43.85,44.94,100.0,100.0
20.07.2026 at 01:08 PM IST,2026-07-14,6,7D,CYIENTDLM,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Relative Strength Leader,Bullish,Normal,532.65,593.35,11.4,True,Working,48.82,43.66,65.0,52.0,26.0,24.0,32.0,30.0,65.0,65.0,0.0,0.0,65.69,74.22,C Neutral,D Weak,Wide / Volatile Range,Wide / Volatile Range,43.85,44.94,100.0,100.0
20.07.2026 at 01:08 PM IST,2026-07-14,6,7D,ICICIBANK,Financial Services,Banks - Regional,BANK,Near 52W High Momentum,Bullish,Normal,1407.7,1451.2,3.09,True,Working,44.11,46.11,70.0,62.0,38.0,38.0,49.0,49.0,18.0,38.0,0.0,0.0,63.29,72.05,D Weak,C Neutral,Profit Booking Zone,Profit Booking Zone,64.5,62.35,100.0,100.0
20.07.2026 at 01:08 PM IST,2026-07-14,6,7D,ICICIBANK,Financial Services,Banks - Regional,BANK,Range Profit Booking Zone,Bearish,Normal,1407.7,1451.2,3.09,False,False Warning,44.11,46.11,70.0,62.0,38.0,38.0,49.0,49.0,18.0,38.0,0.0,0.0,63.29,72.05,D Weak,C Neutral,Profit Booking Zone,Profit Booking Zone,64.5,62.35,100.0,100.0
20.07.2026 at 01:08 PM IST,2026-07-14,6,7D,ZENTEC,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Near 52W High Momentum,Bullish,Normal,1802.7,1737.1,-3.64,False,Failing,42.27,34.31,50.0,23.0,47.0,47.0,49.0,49.0,30.0,30.0,0.0,0.0,50.47,43.83,D Weak,E Avoid,Profit Booking Zone,Profit Booking Zone,55.15,51.73,97.34,83.04
20.07.2026 at 01:08 PM IST,2026-07-14,6,7D,ZENTEC,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Range Profit Booking Zone,Bearish,Normal,1802.7,1737.1,-3.64,True,Correct Warning,42.27,34.31,50.0,23.0,47.0,47.0,49.0,49.0,30.0,30.0,0.0,0.0,50.47,43.83,D Weak,E Avoid,Profit Booking Zone,Profit Booking Zone,55.15,51.73,97.34,83.04
20.07.2026 at 01:08 PM IST,2026-07-14,6,7D,HAL,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Near 52W High Momentum,Bullish,Normal,4442.4,4476.8,0.77,True,Neutral,42.07,43.86,50.0,60.0,51.0,51.0,57.0,57.0,18.0,20.0,0.0,0.0,53.95,55.98,D Weak,D Weak,Profit Booking Zone,Profit Booking Zone,64.93,65.03,87.73,93.29
20.07.2026 at 01:08 PM IST,2026-07-14,6,7D,HAL,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Range Profit Booking Zone,Bearish,Normal,4442.4,4476.8,0.77,False,Neutral,42.07,43.86,50.0,60.0,51.0,51.0,57.0,57.0,18.0,20.0,0.0,0.0,53.95,55.98,D Weak,D Weak,Profit Booking Zone,Profit Booking Zone,64.93,65.03,87.73,93.29
20.07.2026 at 01:08 PM IST,2026-07-14,6,7D,RITES,Industrials,Engineering & Construction,CAPITAL_GOODS_INFRA,Strong Fundamentals,Bullish,Normal,222.15,218.69,-1.56,False,Neutral,32.07,30.86,35.0,45.0,71.0,71.0,82.0,82.0,18.0,8.0,15.0,15.0,54.13,51.05,E Avoid,E Avoid,Profit Booking Zone,Profit Booking Zone,64.14,64.08,88.37,78.78
20.07.2026 at 01:08 PM IST,2026-07-14,6,7D,RITES,Industrials,Engineering & Construction,CAPITAL_GOODS_INFRA,Range Profit Booking Zone,Bearish,Normal,222.15,218.69,-1.56,True,Neutral,32.07,30.86,35.0,45.0,71.0,71.0,82.0,82.0,18.0,8.0,15.0,15.0,54.13,51.05,E Avoid,E Avoid,Profit Booking Zone,Profit Booking Zone,64.14,64.08,88.37,78.78
20.07.2026 at 01:08 PM IST,2026-07-14,6,7D,RITES,Industrials,Engineering & Construction,CAPITAL_GOODS_INFRA,Avoid / Risky,Bearish,High,222.15,218.69,-1.56,True,Neutral,32.07,30.86,35.0,45.0,71.0,71.0,82.0,82.0,18.0,8.0,15.0,15.0,54.13,51.05,E Avoid,E Avoid,Profit Booking Zone,Profit Booking Zone,64.14,64.08,88.37,78.78
20.07.2026 at 01:08 PM IST,2026-07-14,6,7D,GRSE,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Avoid / Risky,Bearish,High,2616.6,2561.9,-2.09,True,Correct Warning,31.92,11.96,23.0,8.0,41.0,41.0,53.0,53.0,10.0,10.0,0.0,15.0,42.15,37.63,E Avoid,E Avoid,Neutral Range,Neutral Range,65.88,60.63,57.04,46.1
20.07.2026 at 01:08 PM IST,2026-07-14,6,7D,INFY,Technology,Information Technology Services,IT_TECH,52W Low Opportunity,Bullish,Normal,1092.9,1088.0,-0.45,False,Neutral,30.05,32.35,25.0,25.0,82.0,82.0,96.0,96.0,0.0,8.0,15.0,15.0,52.23,51.16,E Avoid,E Avoid,Wide / Volatile Range,Accumulation Zone,50.0,78.1,6.39,6.98
20.07.2026 at 01:08 PM IST,2026-07-14,6,7D,INFY,Technology,Information Technology Services,IT_TECH,Strong Fundamentals,Bullish,Normal,1092.9,1088.0,-0.45,False,Neutral,30.05,32.35,25.0,25.0,82.0,82.0,96.0,96.0,0.0,8.0,15.0,15.0,52.23,51.16,E Avoid,E Avoid,Wide / Volatile Range,Accumulation Zone,50.0,78.1,6.39,6.98
