symbol,company_name,series,isin,sector,industry
NETWEB,Netweb Technologies India Limited,EQ,INE0NT901020,Technology,Computer Hardware
NETWORK18,Network18 Media & Investments Limited,EQ,INE870H01013,Unknown,Unknown
NEULANDLAB,Neuland Laboratories Limited,EQ,INE794A01010,Healthcare,Drug Manufacturers - Specialty & Generic
NEWGEN,Newgen Software Technologies Limited,EQ,INE619B01017,Unknown,Unknown
NEXTMEDIA,Next Mediaworks Limited,EQ,INE747B01016,Unknown,Unknown
NFL,National Fertilizers Limited,EQ,INE870D01012,Unknown,Unknown
NGIL,Nakoda Group of Industries Limited,EQ,INE236Y01012,Consumer Defensive,Packaged Foods
NGLFINE,NGL Fine-Chem Limited,EQ,INE887E01022,Healthcare,Drug Manufacturers - General
NH,Narayana Hrudayalaya Ltd.,EQ,INE410P01011,Healthcare,Medical Care Facilities
NHPC,NHPC Limited,EQ,INE848E01016,Unknown,Unknown
NIACL,The New India Assurance Company Limited,EQ,INE470Y01017,Unknown,Unknown
NIBE,NIBE Limited,EQ,INE149O01018,Unknown,Unknown
NIBL,NRB Industrial Bearings Limited,EQ,INE047O01014,Industrials,Tools & Accessories
NIITLTD,NIIT Limited,EQ,INE161A01038,Unknown,Unknown
NIITMTS,NIIT Learning Systems Limited,EQ,INE342G01023,Unknown,Unknown
NILAINFRA,Nila Infrastructures Limited,EQ,INE937C01029,Unknown,Unknown
NILASPACES,Nila Spaces Limited,EQ,INE00S901012,Unknown,Unknown
NILE,Nile Limited,EQ,INE445D01013,Unknown,Unknown
NILKAMAL,Nilkamal Limited,EQ,INE310A01015,Unknown,Unknown
NIMBSPROJ,Nimbus Projects Limited,EQ,INE875B01015,Unknown,Unknown
NIPPOBATRY,Indo-National Limited,EQ,INE567A01028,Unknown,Unknown
NIRLON,Nirlon Limited,EQ,INE910A01012,Unknown,Unknown
NITCO,Nitco Limited,EQ,INE858F01012,Unknown,Unknown
NITINSPIN,Nitin Spinners Limited,EQ,INE229H01012,Consumer Cyclical,Textile Manufacturing
NITIRAJ,Nitiraj Engineers Limited,EQ,INE439T01012,Technology,Scientific & Technical Instruments
NITTAGELA,Nitta Gelatin India Limited,EQ,INE265B01019,Unknown,Unknown
NIVABUPA,Niva Bupa Health Insurance Company Limited,EQ,INE995S01015,Financial Services,Insurance - Life
NKIND,NK Industries Limited,EQ,INE542C01019,Consumer Defensive,Household & Personal Products
NLCINDIA,NLC India Limited,EQ,INE589A01014,Utilities,Utilities - Regulated Electric
NMDC,NMDC Limited,EQ,INE584A01023,Basic Materials,Steel
NOCIL,NOCIL Limited,EQ,INE163A01018,Unknown,Unknown
NOIDATOLL,Noida Toll Bridge Company Limited,EQ,INE781B01015,Industrials,Infrastructure Operations
NORBTEAEXP,Norben Tea & Exports Limited,EQ,INE369C01017,Consumer Defensive,Farm Products
NORTHARC,Northern Arc Capital Limited,EQ,INE850M01015,Financial Services,Credit Services
NOVAAGRI,Nova Agritech Limited,EQ,INE02H701025,Unknown,Unknown
NOVARTIND,Novartis India Limited,EQ,INE234A01025,Unknown,Unknown
NPST,Network People Services Technologies Limited,EQ,INE0FFK01017,Unknown,Unknown
NRAIL,N R Agarwal Industries Limited,EQ,INE740D01017,Basic Materials,Paper & Paper Products
NRBBEARING,NRB Bearing Limited,EQ,INE349A01021,Consumer Cyclical,Auto Parts
NRL,Nupur Recyclers Limited,EQ,INE0JM501013,Unknown,Unknown
NSIL,Nalwa Sons Investments Limited,EQ,INE023A01030,Unknown,Unknown
NSLNISP,NMDC Steel Limited,EQ,INE0NNS01018,Basic Materials,Steel
NTPC,NTPC Limited,EQ,INE733E01010,Utilities,Utilities - Regulated Electric
NTPCGREEN,NTPC Green Energy Limited,EQ,INE0ONG01011,Utilities,Utilities - Renewable
NUCLEUS,Nucleus Software Exports Limited,EQ,INE096B01018,Unknown,Unknown
NURECA,Nureca Limited,EQ,INE0DSF01015,Healthcare,Medical Devices
NUVAMA,Nuvama Wealth Management Limited,EQ,INE531F01023,Financial Services,Asset Management
NUVOCO,Nuvoco Vistas Corporation Limited,EQ,INE118D01016,Unknown,Unknown
NYKAA,FSN E-Commerce Ventures Limited,EQ,INE388Y01029,Consumer Cyclical,Internet Retail
OAL,Oriental Aromatics Limited,EQ,INE959C01023,Unknown,Unknown
OBCL,Orissa Bengal Carrier Limited,EQ,INE426Z01016,Unknown,Unknown
OBEROIRLTY,Oberoi Realty Limited,EQ,INE093I01010,Unknown,Unknown
OCCLLTD,OCCL Limited,EQ,INE0PK601023,Unknown,Unknown
OFSS,Oracle Financial Services Software Limited,EQ,INE881D01027,Technology,Software - Infrastructure
OIL,Oil India Limited,EQ,INE274J01014,Energy,Oil & Gas Integrated
OLAELEC,Ola Electric Mobility Limited,EQ,INE0LXG01040,Unknown,Unknown
OLECTRA,Olectra Greentech Limited,EQ,INE260D01016,Unknown,Unknown
OMAXE,Omaxe Limited,EQ,INE800H01010,Unknown,Unknown
OMFREIGHT,Om Freight Forwarders Limited,EQ,INE1BZC01019,Industrials,Integrated Freight & Logistics
OMINFRAL,OM INFRA LIMITED,EQ,INE239D01028,Unknown,Unknown
OMNI,Omnitech Engineering Limited,EQ,INE0UH301010,Unknown,Unknown
OMPOWER,Om Power Transmission Limited,EQ,INE25E901019,Unknown,Unknown
ONELIFECAP,Onelife Capital Advisors Limited,EQ,INE912L01015,Financial Services,Capital Markets
ONEPOINT,One Point One Solutions Limited,EQ,INE840Y01029,Industrials,Specialty Business Services
ONESOURCE,Onesource Specialty Pharma Limited,EQ,INE013P01021,Healthcare,Biotechnology
ONGC,Oil & Natural Gas Corporation Limited,EQ,INE213A01029,Energy,Oil & Gas Integrated
ONMOBILE,OnMobile Global Limited,EQ,INE809I01019,Unknown,Unknown
ONWARDTEC,Onward Technologies Limited,EQ,INE229A01017,Unknown,Unknown
OPTIEMUS,Optiemus Infracom Limited,EQ,INE350C01017,Unknown,Unknown
ORBTEXP,Orbit Exports Limited,EQ,INE231G01010,Unknown,Unknown
ORCHASP,Orchasp Limited,EQ,INE215B01022,Unknown,Unknown
ORCHPHARMA,Orchid Pharma Limited,EQ,INE191A01027,Healthcare,Drug Manufacturers - Specialty & Generic
ORICONENT,Oricon Enterprises Limited,EQ,INE730A01022,Consumer Cyclical,Packaging & Containers
ORIENTALTL,Oriental Trimex Limited,EQ,INE998H01012,Unknown,Unknown
ORIENTBELL,Orient Bell Limited,EQ,INE607D01018,Industrials,Building Products & Equipment
ORIENTCEM,Orient Cement Limited,EQ,INE876N01018,Unknown,Unknown
ORIENTCER,ORIENT CERATECH LIMITED,EQ,INE569C01020,Basic Materials,Specialty Chemicals
ORIENTELEC,Orient Electric Limited,EQ,INE142Z01019,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
ORIENTHOT,Oriental Hotels Limited,EQ,INE750A01020,Unknown,Unknown
ORIENTLTD,Orient Press Limited,EQ,INE609C01024,Unknown,Unknown
ORIENTPPR,Orient Paper & Industries Limited,EQ,INE592A01026,Unknown,Unknown
ORIENTTECH,Orient Technologies Limited,EQ,INE0PPK01015,Unknown,Unknown
ORISSAMINE,The Orissa Minerals Development Company Limited,EQ,INE725E01024,Unknown,Unknown
ORKLAINDIA,Orkla India Limited,EQ,INE16NZ01023,Consumer Defensive,Packaged Foods
OSWALGREEN,Oswal Greentech Limited,EQ,INE143A01010,Unknown,Unknown
OSWALPUMPS,Oswal Pumps Limited,EQ,INE0BYP01024,Unknown,Unknown
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,EQ,INE00IK01029,Unknown,Unknown
PACEDIGITK,Pace Digitek Limited,EQ,INE0S3G01027,Technology,Communication Equipment
PAGEIND,Page Industries Limited,EQ,INE761H01022,Unknown,Unknown
PAISALO,Paisalo Digital Limited,EQ,INE420C01059,Financial Services,Credit Services
PAKKA,PAKKA LIMITED,EQ,INE551D01018,Unknown,Unknown
PALASHSECU,Palash Securities Limited,EQ,INE471W01019,Unknown,Unknown
PANACEABIO,Panacea Biotec Limited,EQ,INE922B01023,Healthcare,Biotechnology
PANAMAPET,Panama Petrochem Limited,EQ,INE305C01029,Energy,Oil & Gas Refining & Marketing
PANSARI,Pansari Developers Limited,EQ,INE697V01011,Unknown,Unknown
PAR,Par Drugs And Chemicals Limited,EQ,INE04LG01015,Unknown,Unknown
PARACABLES,Paramount Communications Limited,EQ,INE074B01023,Technology,Communication Equipment
PARADEEP,Paradeep Phosphates Limited,EQ,INE088F01024,Unknown,Unknown
PARAGMILK,Parag Milk Foods Limited,EQ,INE883N01014,Unknown,Unknown
PARAS,Paras Defence and Space Technologies Limited,EQ,INE045601023,Industrials,Aerospace & Defense
PARKHOSPS,Park Medi World Limited,EQ,INE119201023,Healthcare,Medical Care Facilities
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,EQ,INE988S01028,Unknown,Unknown
PASHUPATI,Pashupati Cotspin Limited,EQ,INE124Y01028,Consumer Cyclical,Textile Manufacturing
PASUPTAC,Pasupati Acrylon Limited,EQ,INE818B01023,Consumer Cyclical,Textile Manufacturing
PATANJALI,Patanjali Foods Limited,EQ,INE619A01035,Consumer Defensive,Packaged Foods
PATELENG,Patel Engineering Limited,EQ,INE244B01030,Unknown,Unknown
PATELRMART,Patel Retail Limited,EQ,INE0R8B01010,Consumer Cyclical,Department Stores
PATINTLOG,Patel Integrated Logistics Limited,EQ,INE529D01014,Unknown,Unknown
PAUSHAKLTD,Paushak Limited,EQ,INE111F01024,Basic Materials,Specialty Chemicals
PAYTM,One 97 Communications Limited,EQ,INE982J01020,Unknown,Unknown
PCBL,PCBL Chemical Limited,EQ,INE602A01031,Unknown,Unknown
PCJEWELLER,PC Jeweller Limited,EQ,INE785M01021,Unknown,Unknown
PDMJEPAPER,Pudumjee Paper Products Limited,EQ,INE865T01018,Unknown,Unknown
PDSL,PDS Limited,EQ,INE111Q01021,Unknown,Unknown
PENIND,Pennar Industries Limited,EQ,INE932A01024,Unknown,Unknown
PERSISTENT,Persistent Systems Limited,EQ,INE262H01021,Technology,Information Technology Services
PETRONET,Petronet LNG Limited,EQ,INE347G01014,Energy,Oil & Gas Refining & Marketing
PFC,Power Finance Corporation Limited,EQ,INE134E01011,Financial Services,Credit Services
PFIZER,Pfizer Limited,EQ,INE182A01018,Unknown,Unknown
PFS,PTC India Financial Services Limited,EQ,INE560K01014,Unknown,Unknown
PGEL,PG Electroplast Limited,EQ,INE457L01029,Unknown,Unknown
PGHH,Procter & Gamble Hygiene and Health Care Limited,EQ,INE179A01014,Unknown,Unknown
PGHL,Procter & Gamble Health Limited,EQ,INE199A01012,Healthcare,Drug Manufacturers - Specialty & Generic
PGIL,Pearl Global Industries Limited,EQ,INE940H01022,Consumer Cyclical,Apparel Manufacturing
PHOENIXLTD,The Phoenix Mills Limited,EQ,INE211B01039,Real Estate,Real Estate - Diversified
PICCADIL,Piccadily Agro Industries Limited,EQ,INE546C01010,Unknown,Unknown
PIDILITIND,Pidilite Industries Limited,EQ,INE318A01026,Basic Materials,Specialty Chemicals
PIGL,Power & Instrumentation (Gujarat) Limited,EQ,INE557Z01018,Unknown,Unknown
PIIND,PI Industries Limited,EQ,INE603J01030,Unknown,Unknown
PILANIINVS,Pilani Investment and Industries Corporation Limited,EQ,INE417C01014,Unknown,Unknown
PILITA,PIL ITALICA LIFESTYLE LIMITED,EQ,INE600A01035,Unknown,Unknown
PINELABS,Pine Labs Limited,EQ,INE15B701018,Technology,Software - Infrastructure
PIONEEREMB,Pioneer Embroideries Limited,EQ,INE156C01018,Unknown,Unknown
PIONRINV,Pioneer Investcorp Limited,EQ,INE746D01014,Unknown,Unknown
PIRAMALFIN,Piramal Finance Limited,EQ,INE202B01038,Financial Services,Credit Services
PITTIENG,Pitti Engineering Limited,EQ,INE450D01021,Industrials,Metal Fabrication
PIXTRANS,Pix Transmissions Limited,EQ,INE751B01018,Industrials,Specialty Industrial Machinery
PKTEA,The Peria Karamalai Tea & Produce Company Limited,EQ,INE431F01018,Consumer Defensive,Farm Products
PLASTIBLEN,Plastiblends India Limited,EQ,INE083C01022,Unknown,Unknown
PLATIND,Platinum Industries Limited,EQ,INE0PT501018,Unknown,Unknown
PML,Paul Merchants Limited,EQ,INE291E01019,Unknown,Unknown
PNB,Punjab National Bank,EQ,INE160A01022,Unknown,Unknown
PNBGILTS,PNB Gilts Limited,EQ,INE859A01011,Unknown,Unknown
PNBHOUSING,PNB Housing Finance Limited,EQ,INE572E01012,Financial Services,Mortgage Finance
PNCINFRA,PNC Infratech Limited,EQ,INE195J01029,Unknown,Unknown
PNGJL,P N Gadgil Jewellers Limited,EQ,INE953R01016,Unknown,Unknown
PNGSREVA,PNGS Reva Diamond Jewellery Limited,EQ,INE1RDG01013,Unknown,Unknown
POCL,Pondy Oxides & Chemicals Limited,EQ,INE063E01053,Basic Materials,Specialty Chemicals
PODDARMENT,Poddar Pigments Limited,EQ,INE371C01013,Unknown,Unknown
POKARNA,Pokarna Limited,EQ,INE637C01025,Unknown,Unknown
POLICYBZR,PB Fintech Limited,EQ,INE417T01026,Unknown,Unknown
POLYCAB,Polycab India Limited,EQ,INE455K01017,Industrials,Electrical Equipment & Parts
POLYMED,Poly Medicure Limited,EQ,INE205C01021,Unknown,Unknown
POLYPLEX,Polyplex Corporation Limited,EQ,INE633B01018,Unknown,Unknown
PONNIERODE,Ponni Sugars (Erode) Limited,EQ,INE838E01017,Consumer Defensive,Confectioners
POONAWALLA,Poonawalla Fincorp Limited,EQ,INE511C01022,Unknown,Unknown
POWERGRID,Power Grid Corporation of India Limited,EQ,INE752E01010,Utilities,Utilities - Regulated Electric
POWERICA,Powerica Limited,EQ,INE921L01032,Unknown,Unknown
POWERINDIA,Hitachi Energy India Limited,EQ,INE07Y701011,Industrials,Electrical Equipment & Parts
POWERMECH,Power Mech Projects Limited,EQ,INE211R01019,Unknown,Unknown
PPAP,PPAP Automotive Limited,EQ,INE095I01015,Unknown,Unknown
PPL,Prakash Pipes Limited,EQ,INE050001010,Unknown,Unknown
PPLPHARMA,Piramal Pharma Limited,EQ,INE0DK501011,Unknown,Unknown
PRABHA,Prabha Energy Limited,EQ,INE0I0M01023,Unknown,Unknown
PRADPME,Pradeep Metals Limited,EQ,INE770A01010,Unknown,Unknown
PRAENG,Prajay Engineers Syndicate Limited,EQ,INE505C01016,Unknown,Unknown
PRAJIND,Praj Industries Limited,EQ,INE074A01025,Industrials,Engineering & Construction
PRAKASH,Prakash Industries Limited,EQ,INE603A01013,Basic Materials,Steel
PRAKASHSTL,Prakash Steelage Limited,EQ,INE696K01024,Unknown,Unknown
PRAVEG,Praveg Limited,EQ,INE722B01019,Unknown,Unknown
PRECAM,Precision Camshafts Limited,EQ,INE484I01029,Unknown,Unknown
PRECWIRE,Precision Wires India Limited,EQ,INE372C01037,Industrials,Electrical Equipment & Parts
PREMCO,Premco Global Limited,EQ,INE001E01012,Unknown,Unknown
PREMEXPLN,Premier Explosives Limited,EQ,INE863B01029,Basic Materials,Specialty Chemicals
PREMIERENE,Premier Energies Limited,EQ,INE0BS701011,Technology,Solar
PRESTIGE,Prestige Estates Projects Limited,EQ,INE811K01011,Unknown,Unknown
PRICOLLTD,Pricol Limited,EQ,INE726V01018,Consumer Cyclical,Auto Parts
PRIMESECU,Prime Securities Limited,EQ,INE032B01021,Unknown,Unknown
PRIMO,Primo Chemicals Limited,EQ,INE607A01022,Basic Materials,Chemicals
PRINCEPIPE,Prince Pipes And Fittings Limited,EQ,INE689W01016,Unknown,Unknown
PRITIKAUTO,Pritika Auto Industries Limited,EQ,INE583R01029,Unknown,Unknown
PRIVISCL,Privi Speciality Chemicals Limited,EQ,INE959A01019,Basic Materials,Specialty Chemicals
PROSTARM,Prostarm Info Systems Limited,EQ,INE0BX301013,Unknown,Unknown
PROTEAN,Protean eGov Technologies Limited,EQ,INE004A01022,Unknown,Unknown
PROZONER,Prozone Realty Limited,EQ,INE195N01013,Real Estate,Real Estate - Diversified
PRSMJOHNSN,Prism Johnson Limited,EQ,INE010A01011,Unknown,Unknown
PRUDENT,Prudent Corporate Advisory Services Limited,EQ,INE00F201020,Financial Services,Asset Management
PRUDMOULI,Prudential Sugar Corporation Limited,EQ,INE024D01016,Unknown,Unknown
PSB,Punjab & Sind Bank,EQ,INE608A01012,Unknown,Unknown
PSPPROJECT,PSP Projects Limited,EQ,INE488V01015,Industrials,Engineering & Construction
PTC,PTC India Limited,EQ,INE877F01012,Utilities,Utilities - Independent Power Producers
PTCIL,PTC Industries Limited,EQ,INE596F01018,Industrials,Metal Fabrication
PTL,PTL Enterprises Limited,EQ,INE034D01049,Real Estate,Real Estate Services
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,EQ,INE277B01014,Unknown,Unknown
PURVA,Puravankara Limited,EQ,INE323I01011,Unknown,Unknown
PVP,PVP Ventures Limited,EQ,INE362A01016,Unknown,Unknown
PVRINOX,PVR INOX Limited,EQ,INE191H01014,Unknown,Unknown
PVSL,Popular Vehicles and Services Limited,EQ,INE772T01024,Unknown,Unknown
PWL,Physicswallah Limited,EQ,INE0LP301011,Consumer Defensive,Education & Training Services
PYRAMID,Pyramid Technoplast Limited,EQ,INE0MIS01010,Consumer Cyclical,Packaging & Containers
QPOWER,Quality Power Electrical Equipments Limited,EQ,INE0SII01026,Industrials,Electrical Equipment & Parts
QUADFUTURE,Quadrant Future Tek Limited,EQ,INE0LRY01011,Unknown,Unknown
QUESS,Quess Corp Limited,EQ,INE615P01015,Unknown,Unknown
QUICKHEAL,Quick Heal Technologies Limited,EQ,INE306L01010,Unknown,Unknown
QUINT,Quint Digital Limited,EQ,INE641R01017,Unknown,Unknown
RACLGEAR,RACL Geartech Limited,EQ,INE704B01017,Consumer Cyclical,Auto Parts
RADAAN,Radaan Mediaworks India Limited,EQ,INE874F01027,Unknown,Unknown
RADHIKAJWE,Radhika Jeweltech Limited,EQ,INE583V01021,Unknown,Unknown
RADIANTCMS,Radiant Cash Management Services Limited,EQ,INE855R01021,Unknown,Unknown
RADICO,Radico Khaitan Limited,EQ,INE944F01028,Consumer Defensive,Beverages - Wineries & Distilleries
RAILTEL,Railtel Corporation Of India Limited,EQ,INE0DD101019,Unknown,Unknown
RAIN,Rain Industries Limited,EQ,INE855B01025,Basic Materials,Specialty Chemicals
RAINBOW,Rainbow Childrens Medicare Limited,EQ,INE961O01016,Healthcare,Medical Care Facilities
RAJOOENG,Rajoo Engineers Limited,EQ,INE535F01024,Unknown,Unknown
RAJPALAYAM,Rajapalayam Mills Limited,EQ,INE296E01026,Unknown,Unknown
RAJRATAN,Rajratan Global Wire Limited,EQ,INE451D01029,Basic Materials,Steel
RAJSREESUG,Rajshree Sugars & Chemicals Limited,EQ,INE562B01019,Unknown,Unknown
RAJTV,Raj Television Network Limited,EQ,INE952H01027,Unknown,Unknown
RALLIS,Rallis India Limited,EQ,INE613A01020,Unknown,Unknown
RAMANEWS,Shree Rama Newsprint Limited,EQ,INE278B01020,Unknown,Unknown
RAMAPHO,Rama Phosphates Limited,EQ,INE809A01032,Unknown,Unknown
RAMASTEEL,Rama Steel Tubes Limited,EQ,INE230R01035,Unknown,Unknown
RAMCOCEM,The Ramco Cements Limited,EQ,INE331A01037,Unknown,Unknown
RAMCOIND,Ramco Industries Limited,EQ,INE614A01028,Unknown,Unknown
RAMCOSYS,Ramco Systems Limited,EQ,INE246B01019,Unknown,Unknown
RAMKY,Ramky Infrastructure Limited,EQ,INE874I01013,Unknown,Unknown
RAMRAT,Ram Ratna Wires Limited,EQ,INE207E01023,Industrials,Electrical Equipment & Parts
RANASUG,Rana Sugars Limited,EQ,INE625B01014,Unknown,Unknown
RANEHOLDIN,Rane Holdings Limited,EQ,INE384A01010,Consumer Cyclical,Auto Parts
RATEGAIN,Rategain Travel Technologies Limited,EQ,INE0CLI01024,Technology,Software - Application
RATNAMANI,Ratnamani Metals & Tubes Limited,EQ,INE703B01027,Basic Materials,Steel
RATNAVEER,Ratnaveer Precision Engineering Limited,EQ,INE05CZ01011,Basic Materials,Steel
RAYMOND,Raymond Limited,EQ,INE301A01014,Unknown,Unknown
RAYMONDLSL,Raymond Lifestyle Limited,EQ,INE02ID01020,Unknown,Unknown
RAYMONDREL,Raymond Realty Limited,EQ,INE1SY401010,Real Estate,Real Estate - Development
RBA,Restaurant Brands Asia Limited,EQ,INE07T201019,Consumer Cyclical,Restaurants
RBLBANK,RBL Bank Limited,EQ,INE976G01028,Financial Services,Banks - Regional
RBZJEWEL,RBZ Jewellers Limited,EQ,INE0PEQ01016,Unknown,Unknown
RCF,Rashtriya Chemicals and Fertilizers Limited,EQ,INE027A01015,Unknown,Unknown
RECLTD,REC Limited,EQ,INE020B01018,Unknown,Unknown
REDINGTON,Redington Limited,EQ,INE891D01026,Unknown,Unknown
REDTAPE,Redtape Limited,EQ,INE0LXT01019,Consumer Cyclical,Footwear & Accessories
REFEX,Refex Industries Limited,EQ,INE056I01025,Unknown,Unknown
REGENCERAM,Regency Ceramics Limited,EQ,INE277C01012,Unknown,Unknown
RELAXO,Relaxo Footwears Limited,EQ,INE131B01039,Unknown,Unknown
RELCHEMQ,Reliance Chemotex Industries Limited,EQ,INE750D01016,Unknown,Unknown
RELIABLE,Reliable Data Services Limited,EQ,INE375Y01018,Technology,Information Technology Services
RELIANCE,Reliance Industries Limited,EQ,INE002A01018,Unknown,Unknown
RELIGARE,Religare Enterprises Limited,EQ,INE621H01010,Unknown,Unknown
RELTD,Ravindra Energy Limited,EQ,INE206N01018,Unknown,Unknown
REMSONSIND,Remsons Industries Limited,EQ,INE474C01023,Unknown,Unknown
RENUKA,Shree Renuka Sugars Limited,EQ,INE087H01022,Unknown,Unknown
REPCOHOME,Repco Home Finance Limited,EQ,INE612J01015,Unknown,Unknown
REPRO,Repro India Limited,EQ,INE461B01014,Unknown,Unknown
RESPONIND,Responsive Industries Limited,EQ,INE688D01026,Unknown,Unknown
RETAIL,JHS Svendgaard Retail Ventures Limited,EQ,INE03DD01011,Unknown,Unknown
RGL,Renaissance Global Limited,EQ,INE722H01024,Unknown,Unknown
RHETAN,Rhetan TMT Limited,EQ,INE0KKN01029,Basic Materials,Steel
RHIM,RHI MAGNESITA INDIA LIMITED,EQ,INE743M01012,Unknown,Unknown
RHL,Robust Hotels Limited,EQ,INE508K01013,Unknown,Unknown
RICOAUTO,Rico Auto Industries Limited,EQ,INE209B01025,Consumer Cyclical,Auto Parts
RIIL,Reliance Industrial Infrastructure Limited,EQ,INE046A01015,Unknown,Unknown
RISHABH,Rishabh Instruments Limited,EQ,INE0N2P01017,Technology,Scientific & Technical Instruments
RITCO,Ritco Logistics Limited,EQ,INE01EG01016,Industrials,Integrated Freight & Logistics
RITES,RITES Limited,EQ,INE320J01015,Unknown,Unknown
RKDL,Ravi Kumar Distilleries Limited,EQ,INE722J01012,Unknown,Unknown
RKEC,RKEC Projects Limited,EQ,INE786W01010,Unknown,Unknown
RKFORGE,Ramkrishna Forgings Limited,EQ,INE399G01023,Industrials,Metal Fabrication
RKSWAMY,R K Swamy Limited,EQ,INE0NQ801033,Unknown,Unknown
RMDRIP,R M Drip and Sprinklers Systems Limited,EQ,INE219Y01026,Unknown,Unknown
RML,Rane (Madras) Limited,EQ,INE050H01012,Consumer Cyclical,Auto Parts
ROHLTD,Royal Orchid Hotels Limited,EQ,INE283H01019,Unknown,Unknown
ROLEXRINGS,Rolex Rings Limited,EQ,INE645S01024,Industrials,Metal Fabrication
ROML,Raj Oil Mills Limited,EQ,INE294G01026,Unknown,Unknown
ROSSARI,Rossari Biotech Limited,EQ,INE02A801020,Unknown,Unknown
ROSSELLIND,Rossell India Limited,EQ,INE847C01020,Industrials,Conglomerates
ROSSTECH,Rossell Techsys Limited,EQ,INE0OJW01016,Industrials,Aerospace & Defense
ROTO,Roto Pumps Limited,EQ,INE535D01037,Unknown,Unknown
ROUTE,ROUTE MOBILE LIMITED,EQ,INE450U01017,Unknown,Unknown
RPEL,Raghav Productivity Enhancers Limited,EQ,INE912T01018,Basic Materials,Chemicals
RPGLIFE,RPG Life Sciences Limited,EQ,INE105J01010,Healthcare,Drug Manufacturers - Specialty & Generic
RPOWER,Reliance Power Limited,EQ,INE614G01033,Unknown,Unknown
RPPINFRA,R.P.P. Infra Projects Limited,EQ,INE324L01013,Unknown,Unknown
RPPL,Rajshree Polypack Limited,EQ,INE760W01023,Unknown,Unknown
RPSGVENT,RPSG VENTURES LIMITED,EQ,INE425Y01011,Technology,Information Technology Services
RPTECH,Rashi Peripherals Limited,EQ,INE0J1F01024,Technology,Electronics & Computer Distribution
RRIL,RRIL Limited,EQ,INE951M01037,Unknown,Unknown
RRKABEL,R R Kabel Limited,EQ,INE777K01022,Industrials,Electrical Equipment & Parts
RSDFIN,RSD Finance Limited,EQ,INE616F01022,Unknown,Unknown
RSL,Rajputana Stainless Limited,EQ,INE313L01016,Unknown,Unknown
RSWM,RSWM Limited,EQ,INE611A01016,Consumer Cyclical,Textile Manufacturing
RSYSTEMS,R Systems International Limited,EQ,INE411H01032,Unknown,Unknown
RTNINDIA,RattanIndia Enterprises Limited,EQ,INE834M01019,Unknown,Unknown
RTNPOWER,RattanIndia Power Limited,EQ,INE399K01017,Unknown,Unknown
RUBFILA,Rubfila International Limited,EQ,INE642C01025,Unknown,Unknown
RUBICON,Rubicon Research Limited,EQ,INE506V01022,Healthcare,Drug Manufacturers - General
RUBYMILLS,The Ruby Mills Limited,EQ,INE301D01026,Consumer Cyclical,Textile Manufacturing
RUCHINFRA,Ruchi Infrastructure Limited,EQ,INE413B01023,Unknown,Unknown
RUCHIRA,Ruchira Papers Limited,EQ,INE803H01014,Unknown,Unknown
RUPA,Rupa & Company Limited,EQ,INE895B01021,Unknown,Unknown
RUSHIL,Rushil Decor Limited,EQ,INE573K01025,Unknown,Unknown
RUSTOMJEE,Keystone Realtors Limited,EQ,INE263M01029,Unknown,Unknown
RVHL,Ravinder Heights Limited,EQ,INE09E501017,Unknown,Unknown
RVNL,Rail Vikas Nigam Limited,EQ,INE415G01027,Unknown,Unknown
RVTH,Revathi Equipment India Limited,EQ,INE0DAB01012,Unknown,Unknown
SAATVIKGL,Saatvik Green Energy Limited,EQ,INE13B501022,Technology,Solar
SADBHIN,Sadbhav Infrastructure Project Limited,EQ,INE764L01010,Unknown,Unknown
SAFARI,Safari Industries (India) Limited,EQ,INE429E01023,Unknown,Unknown
SAGARDEEP,Sagardeep Alloys Limited,EQ,INE976T01013,Basic Materials,Copper
SAGCEM,Sagar Cements Limited,EQ,INE229C01021,Unknown,Unknown
SAGILITY,SAGILITY LIMITED,EQ,INE0W2G01015,Unknown,Unknown
SAHLIBHFI,Shalibhadra Finance Limited,EQ,INE861D01011,Unknown,Unknown
SAHYADRI,Sahyadri Industries Limited,EQ,INE280H01015,Industrials,Building Products & Equipment
SAIL,Steel Authority of India Limited,EQ,INE114A01011,Basic Materials,Steel
SAILIFE,Sai Life Sciences Limited,EQ,INE570L01029,Healthcare,Diagnostics & Research
SAIPARENT,Sai Parenterals Limited,EQ,INE0H9F01037,Unknown,Unknown
SAKAR,Sakar Healthcare Limited,EQ,INE732S01012,Healthcare,Drug Manufacturers - Specialty & Generic
SAKHTISUG,Sakthi Sugars Limited,EQ,INE623A01011,Unknown,Unknown
SAKSOFT,Saksoft Limited,EQ,INE667G01023,Unknown,Unknown
SALASAR,Salasar Techno Engineering Limited,EQ,INE170V01027,Unknown,Unknown
SALONA,Salona Cotspin Limited,EQ,INE498E01010,Consumer Cyclical,Textile Manufacturing
SALZERELEC,Salzer Electronics Limited,EQ,INE457F01013,Industrials,Electrical Equipment & Parts
SAMBHV,Sambhv Steel Tubes Limited,EQ,INE12NJ01018,Basic Materials,Steel
SAMHI,Samhi Hotels Limited,EQ,INE08U801020,Unknown,Unknown
